Id,ItemId,Line No_,Registering Date,Location Code,Zone Code,Bin Code,Description,Item No_,Quantity,Qty_ (Base),Source Type,Source Subtype,Source No_,Source Line No_,Source Subline No_,Source Document,Source Code,Reason Code,No_ Series,Bin Type Code,Cubage,Weight,Journal Template Name,Whse_ Document No_,Whse_ Document Type,Whse_ Document Line No_,Entry Type,Reference Document,Reference No_,User ID,Variant Code
W-708289,Items-TS-06687352-US,10,Items-TS-06687352-US,241,0,7/6/2022 14:00,,,,,,,,0,,,0,0,3147,,,,4333,4333,0,0,0,762,,,
W-221617,Items-BC-00366822-IN,10,Items-BC-00366822-IN,242,1,7/6/2022 14:00,,,,,,,,0,,,1,1,4326,,,,1714,1714,1,0,0,854,0,,
W-327417,Items-EE-00741901-CH,100,Items-EE-00741901-CH,241,1,7/6/2022 14:00,10/6/2022 19:25,,,,,,,0,,,0,0,0,,,,3920,3920,1,0,0,170,0,,
W-813492,Items-EE-04264866-BR,100,Items-EE-04264866-BR,232,1,7/6/2022 14:00,9/6/2022 22:28,,,,,,,0,,,0,1,3702,,,,,,0,0,0,941,0,,
W-742130,Items-EE-04886293-BR,10,Items-EE-04886293-BR,198,0,7/6/2022 14:00,,,,,,,,0,,,1,0,0,,,,4406,4406,0,0,0,488,,,
W-399166,Items-TS-06064368-US,10,Items-TS-06064368-US,188,0,7/6/2022 11:00,,,,,,,,0,,,1,0,0,,,,1695,1695,0,0,0,231,,,
W-612814,Items-BC-02414724-JP,10,Items-BC-02414724-JP,236,1,7/6/2022 11:00,,,,,,,,0,,,0,1,4306,,,,3113,3113,1,0,0,147,0,,
W-19059,Items-TS-06577660-UK,10,Items-TS-06577660-UK,210,1,7/6/2022 11:00,,,,,,,,0,,,1,1,0,,,,,,1,0,0,520,,,
W-471687,Items-TS-03538389-US,10,Items-TS-03538389-US,157,1,7/6/2022 11:00,8/6/2022 18:25,,,,,,,0,,,1,0,0,,,,4866,4866,0,0,0,601,,,
W-725675,Items-BC-00797195-JP,100,Items-BC-00797195-JP,213,0,7/6/2022 11:00,,,,,,,,0,,,1,0,0,,,,5090,5090,0,0,0,799,0,,
W-979106,Items-BC-09230895-CH,10,Items-BC-09230895-CH,175,0,7/6/2022 11:00,,,,,,,,0,,,0,0,0,,,,724,724,1,0,1,902,0,,
W-741732,Items-EE-00711445-JP,10,Items-EE-00711445-JP,156,1,7/6/2022 11:00,10/6/2022 17:46,,,,,,,0,,,0,0,0,,,,,,1,0,0,520,,,
W-662094,Items-EE-04264866-BR,100,Items-EE-04264866-BR,176,1,7/6/2022 11:00,8/6/2022 16:22,,,,,,,0,,,0,0,0,,,,,,0,0,0,891,0,,
W-141708,Items-EP-06340692-BR,10,Items-EP-06340692-BR,162,1,7/6/2022 11:00,,,,,,,,0,,,0,0,3581,,,,1222,1222,1,0,0,523,0,,
W-782279,Items-SB-09133837-BR,10,Items-SB-09133837-BR,236,1,7/6/2022 11:00,,,,,,,,0,,,0,0,0,,,,398,398,0,0,0,341,0,,
W-391128,Items-EP-07767398-CH,100,Items-EP-07767398-CH,214,0,7/6/2022 11:00,,,,,,,,0,,,1,1,0,,,,,,0,0,0,809,0,,
W-311433,Items-BC-02414724-JP,100,Items-BC-02414724-JP,246,0,7/6/2022 11:00,11/6/2022 18:26,,,,,,,0,,,0,1,3938,,,,,,1,0,0,327,0,,
W-106622,Items-EP-07185699-JP,100,Items-EP-07185699-JP,169,1,7/6/2022 11:00,,,,,,,,0,,,0,0,0,,,,3828,3828,0,0,0,197,0,,
W-105707,Items-BC-01252357-US,10,Items-BC-01252357-US,169,0,7/6/2022 11:00,11/6/2022 16:24,,,,,,,0,,,0,1,0,,,,,,0,0,0,680,0,,
W-107760,Items-SB-02355705-UK,10,Items-SB-02355705-UK,230,1,7/6/2022 11:00,,,,,,,,0,,,0,0,0,,,,,,1,0,0,875,0,,
W-833516,Items-EP-08948583-UK,10,Items-EP-08948583-UK,171,0,7/6/2022 11:00,,,,,,,,0,,,0,1,0,,,,1107,1107,1,0,1,218,0,,
W-400450,Items-TS-03796255-IN,100,Items-TS-03796255-IN,232,0,7/6/2022 11:00,11/6/2022 19:20,,,,,,,0,,,1,0,0,,,,4726,4726,1,0,0,398,,,
W-254925,Items-TS-05745797-BR,10,Items-TS-05745797-BR,179,0,7/6/2022 11:00,12/6/2022 19:44,,,,,,,0,,,1,1,0,,,,,,0,0,1,516,0,,
W-321616,Items-BC-06949570-JP,100,Items-BC-06949570-JP,175,1,7/6/2022 11:00,8/6/2022 19:39,,,,,,,0,,,0,1,0,,,,,,0,0,0,54,,,
W-746728,Items-TS-03700767-UK,100,Items-TS-03700767-UK,221,0,7/6/2022 11:00,9/6/2022 17:23,,,,,,,0,,,0,1,4236,,,,1760,1760,0,0,0,555,0,,
W-187289,Items-TS-00223294-BR,10,Items-TS-00223294-BR,159,0,7/6/2022 11:00,,,,,,,,0,,,1,0,0,,,,1243,1243,1,0,0,96,,,
W-416664,Items-BC-06673555-BR,10,Items-BC-06673555-BR,191,1,7/6/2022 11:00,10/6/2022 15:42,,,,,,,0,,,1,0,0,,,,,,1,0,0,563,0,,
W-663608,Items-TS-03538389-US,100,Items-TS-03538389-US,195,0,7/6/2022 11:00,,,,,,,,0,,,1,1,0,,,,4741,4741,1,0,1,885,0,,
W-534936,Items-EE-04270935-CH,10,Items-EE-04270935-CH,200,1,7/6/2022 11:00,10/6/2022 16:26,,,,,,,0,,,1,1,0,,,,176,176,0,0,1,379,0,,
W-521099,Items-EP-04737482-IN,10,Items-EP-04737482-IN,193,0,8/6/2022 13:00,9/6/2022 21:30,,,,,,,0,,,1,1,4195,,,,4036,4036,1,0,0,479,0,,
W-327412,Items-SB-07543853-UK,100,Items-SB-07543853-UK,230,1,8/6/2022 13:00,,,,,,,,0,,,0,1,0,,,,,,0,0,0,818,0,,
W-918855,Items-EE-02425548-JP,10,Items-EE-02425548-JP,167,0,8/6/2022 13:00,,,,,,,,0,,,1,1,0,,,,,,0,0,0,792,,,
W-104803,Items-EE-08274581-US,100,Items-EE-08274581-US,222,0,8/6/2022 13:00,,,,,,,,0,,,0,1,0,,,,,,0,0,1,971,0,,
W-544822,Items-TS-02922392-CH,10,Items-TS-02922392-CH,244,0,8/6/2022 13:00,,,,,,,,0,,,1,1,0,,,,,,0,0,0,542,0,,
W-659813,Items-BC-04459113-US,100,Items-BC-04459113-US,184,0,8/6/2022 13:00,,,,,,,,0,,,0,1,0,,,,679,679,1,0,0,558,0,,
W-36080,Items-EE-04378618-IN,10,Items-EE-04378618-IN,214,0,8/6/2022 13:00,,,,,,,,0,,,0,0,3657,,,,,,0,0,0,663,,,
W-104123,Items-EP-00105503-JP,100,Items-EP-00105503-JP,198,1,8/6/2022 13:00,12/6/2022 19:26,,,,,,,0,,,1,1,0,,,,4551,4551,0,0,0,32,,,
W-12271,Items-EE-01947410-JP,10,Items-EE-01947410-JP,247,1,8/6/2022 13:00,12/6/2022 20:33,,,,,,,0,,,1,1,3945,,,,,,1,0,0,203,0,,
W-475674,Items-TS-01948203-UK,10,Items-TS-01948203-UK,190,1,8/6/2022 13:00,,,,,,,,0,,,0,0,3698,,,,2079,2079,1,0,0,473,,,
W-659192,Items-SB-01922836-JP,100,Items-SB-01922836-JP,201,1,8/6/2022 13:00,9/6/2022 19:27,,,,,,,0,,,0,1,0,,,,,,0,0,0,434,0,,
W-569578,Items-EE-04270935-CH,10,Items-EE-04270935-CH,234,0,8/6/2022 13:00,9/6/2022 20:27,,,,,,,0,,,1,1,0,,,,3027,3027,0,0,0,72,,,
W-831585,Items-EP-00081648-CH,10,Items-EP-00081648-CH,248,0,8/6/2022 13:00,11/6/2022 20:49,,,,,,,0,,,1,1,0,,,,2904,2904,1,0,0,946,0,,
W-471496,Items-EE-02512664-IN,10,Items-EE-02512664-IN,212,0,8/6/2022 13:00,,,,,,,,0,,,1,0,0,,,,,,1,0,0,789,,,
W-773785,Items-BC-00366822-IN,100,Items-BC-00366822-IN,213,1,8/6/2022 13:00,10/6/2022 19:44,,,,,,,0,,,0,0,0,,,,692,692,0,0,1,176,,,
W-937027,Items-EE-02512664-IN,10,Items-EE-02512664-IN,204,0,8/6/2022 13:00,9/6/2022 19:45,,,,,,,0,,,0,1,0,,,,,,1,0,0,620,0,,
W-895318,Items-EE-00741901-CH,10,Items-EE-00741901-CH,193,0,8/6/2022 13:00,12/6/2022 18:39,,,,,,,0,,,1,0,0,,,,3316,3316,1,0,0,456,,,
W-922799,Items-TS-08597855-US,10,Items-TS-08597855-US,172,0,8/6/2022 13:00,,,,,,,,0,,,1,1,3711,,,,,,1,0,1,624,0,,
W-741206,Items-EP-02518400-IN,100,Items-EP-02518400-IN,180,1,8/6/2022 13:00,12/6/2022 18:23,,,,,,,0,,,0,1,0,,,,,,0,0,0,791,0,,
W-626103,Items-BC-06673555-BR,10,Items-BC-06673555-BR,201,0,8/6/2022 13:00,12/6/2022 21:49,,,,,,,0,,,0,0,0,,,,2797,2797,1,0,0,622,,,
W-303435,Items-SB-07595214-JP,100,Items-SB-07595214-JP,160,1,8/6/2022 13:00,,,,,,,,0,,,0,0,3597,,,,3657,3657,0,0,1,377,,,
W-526902,Items-SB-06861728-JP,10,Items-SB-06861728-JP,202,0,8/6/2022 13:00,,,,,,,,0,,,0,0,0,,,,,,1,0,0,110,0,,
W-102418,Items-SB-04583531-US,10,Items-SB-04583531-US,219,0,8/6/2022 13:00,,,,,,,,0,,,1,1,4510,,,,2979,2979,0,0,0,92,,,
W-811365,Items-EE-04264866-BR,10,Items-EE-04264866-BR,231,1,8/6/2022 13:00,,,,,,,,0,,,0,1,0,,,,2990,2990,0,0,0,892,0,,
W-187991,Items-EP-04550702-BR,100,Items-EP-04550702-BR,151,1,8/6/2022 1:00,9/6/2022 6:47,,,,,,,0,,,0,0,0,,,,,,0,0,0,327,,,
W-708421,Items-TS-06544504-BR,10,Items-TS-06544504-BR,175,1,8/6/2022 1:00,12/6/2022 8:21,,,,,,,0,,,1,1,0,,,,,,0,0,0,997,,,
W-467434,Items-BC-02647288-JP,10,Items-BC-02647288-JP,222,0,8/6/2022 1:00,10/6/2022 8:34,,,,,,,0,,,1,1,0,,,,4675,4675,0,0,0,16,0,,
W-310223,Items-EP-02043706-UK,10,Items-EP-02043706-UK,220,1,8/6/2022 1:00,,,,,,,,0,,,0,1,0,,,,,,1,0,0,885,0,,
W-568487,Items-BC-03055426-CH,10,Items-BC-03055426-CH,181,1,8/6/2022 1:00,,,,,,,,0,,,0,0,0,,,,,,0,0,1,333,,,
W-521267,Items-EP-01965204-IN,10,Items-EP-01965204-IN,204,0,8/6/2022 1:00,,,,,,,,0,,,0,1,0,,,,,,0,0,0,526,,,
W-306853,Items-EP-02043706-UK,10,Items-EP-02043706-UK,181,0,8/6/2022 1:00,,,,,,,,0,,,1,1,0,,,,3636,3636,1,0,0,973,0,,
W-218245,Items-TS-01948203-UK,100,Items-TS-01948203-UK,218,1,8/6/2022 1:00,9/6/2022 7:33,,,,,,,0,,,0,0,0,,,,4996,4996,0,0,0,411,,,
W-114960,Items-BC-07511831-CH,10,Items-BC-07511831-CH,170,1,8/6/2022 1:00,,,,,,,,0,,,1,0,0,,,,1441,1441,1,0,0,78,0,,
W-418947,Items-TS-07978610-IN,10,Items-TS-07978610-IN,210,0,8/6/2022 1:00,12/6/2022 9:44,,,,,,,0,,,1,0,0,,,,,,1,0,0,694,,,
W-685618,Items-EE-04886293-BR,10,Items-EE-04886293-BR,174,0,8/6/2022 1:00,10/6/2022 7:31,,,,,,,0,,,0,0,0,,,,,,1,0,0,76,0,,
W-915496,Items-BC-07511831-CH,10,Items-BC-07511831-CH,177,0,8/6/2022 1:00,9/6/2022 5:36,,,,,,,0,,,0,1,3201,,,,4113,4113,1,0,1,605,0,,
W-150427,Items-EP-02518400-IN,10,Items-EP-02518400-IN,233,1,8/6/2022 1:00,12/6/2022 5:46,,,,,,,0,,,0,0,0,,,,2606,2606,1,0,0,745,,,
W-361138,Items-EE-06739822-CH,100,Items-EE-06739822-CH,197,0,8/6/2022 1:00,,,,,,,,0,,,0,1,3231,,,,,,1,0,0,947,0,,
W-440161,Items-EP-02043706-UK,100,Items-EP-02043706-UK,211,0,8/6/2022 1:00,,,,,,,,0,,,0,0,4269,,,,1456,1456,1,0,0,156,,,
W-546477,Items-TS-00223294-BR,10,Items-TS-00223294-BR,229,1,8/6/2022 1:00,,,,,,,,0,,,0,0,0,,,,,,1,0,0,370,0,,
W-901280,Items-SB-00509063-CH,100,Items-SB-00509063-CH,197,1,8/6/2022 1:00,10/6/2022 7:46,,,,,,,0,,,1,1,0,,,,2278,2278,0,0,1,319,0,,
W-618309,Items-EE-00048982-CH,100,Items-EE-00048982-CH,196,1,8/6/2022 1:00,,,,,,,,0,,,1,0,3759,,,,,,0,0,0,788,,,
W-122346,Items-EE-02425548-JP,100,Items-EE-02425548-JP,185,1,8/6/2022 1:00,,,,,,,,0,,,0,0,0,,,,,,0,0,1,239,,,
W-241712,Items-EP-07767398-CH,10,Items-EP-07767398-CH,175,1,8/6/2022 1:00,,,,,,,,0,,,0,0,0,,,,,,1,0,0,918,0,,
W-729381,Items-EE-01061855-BR,100,Items-EE-01061855-BR,246,0,8/6/2022 1:00,11/6/2022 9:25,,,,,,,0,,,1,1,4405,,,,462,462,1,0,0,780,,,
W-233931,Items-EP-04536209-JP,10,Items-EP-04536209-JP,248,0,8/6/2022 1:00,,,,,,,,0,,,0,1,0,,,,1705,1705,1,0,1,708,,,
W-738023,Items-TS-01921426-IN,10,Items-TS-01921426-IN,162,0,8/6/2022 1:00,10/6/2022 5:45,,,,,,,0,,,1,1,0,,,,5221,5221,0,0,1,233,0,,
W-295325,Items-EP-03621157-BR,10,Items-EP-03621157-BR,249,1,8/6/2022 1:00,,,,,,,,0,,,1,1,0,,,,,,0,0,0,25,,,
W-921559,Items-TS-06196662-JP,10,Items-TS-06196662-JP,169,1,9/6/2022 21:00,15-06-2022 02:42:00,,,,,,,0,,,1,1,4210,,,,,,1,0,0,752,0,,
W-801579,Items-BC-02647288-JP,100,Items-BC-02647288-JP,193,1,9/6/2022 21:00,,,,,,,,0,,,1,0,0,,,,,,1,0,1,632,,,
W-166877,Items-TS-08527791-UK,100,Items-TS-08527791-UK,235,0,9/6/2022 21:00,,,,,,,,0,,,1,0,0,,,,,,0,0,0,818,,,
W-532426,Items-EP-04737482-IN,100,Items-EP-04737482-IN,172,0,9/6/2022 21:00,12/6/2022 4:30,,,,,,,0,,,1,1,3345,,,,,,1,0,0,207,,,
W-523161,Items-BC-02610967-US,100,Items-BC-02610967-US,184,1,9/6/2022 21:00,11/6/2022 1:33,,,,,,,0,,,0,0,4420,,,,3808,3808,0,0,0,674,,,
W-790496,Items-TS-02922392-CH,100,Items-TS-02922392-CH,246,1,9/6/2022 21:00,11/6/2022 1:48,,,,,,,0,,,0,1,0,,,,1479,1479,0,0,0,136,0,,
W-393549,Items-BC-07313892-JP,100,Items-BC-07313892-JP,210,0,9/6/2022 21:00,12/6/2022 4:24,,,,,,,0,,,0,0,0,,,,1594,1594,0,0,0,75,0,,
W-343395,Items-SB-04583531-US,100,Items-SB-04583531-US,241,1,9/6/2022 21:00,11/6/2022 5:25,,,,,,,0,,,0,0,0,,,,,,0,0,0,270,0,,
W-925589,Items-TS-04165340-US,100,Items-TS-04165340-US,181,0,9/6/2022 21:00,12/6/2022 2:37,,,,,,,0,,,0,1,4894,,,,4732,4732,1,0,0,125,,,
W-193295,Items-EP-03621157-BR,100,Items-EP-03621157-BR,205,0,9/6/2022 21:00,,,,,,,,0,,,1,0,4148,,,,3270,3270,1,0,0,606,,,
W-616476,Items-EE-04264866-BR,10,Items-EE-04264866-BR,223,1,9/6/2022 21:00,,,,,,,,0,,,0,0,0,,,,,,0,0,1,303,0,,
W-611655,Items-BC-03358366-US,10,Items-BC-03358366-US,195,1,9/6/2022 21:00,,,,,,,,0,,,1,0,0,,,,1371,1371,1,0,0,126,,,
W-142433,Items-EP-07185699-JP,100,Items-EP-07185699-JP,245,1,9/6/2022 21:00,14-06-2022 04:44:00,,,,,,,0,,,0,0,3976,,,,,,1,0,0,39,,,
W-186524,Items-SB-06392547-CH,100,Items-SB-06392547-CH,222,0,9/6/2022 21:00,11/6/2022 4:24,,,,,,,0,,,1,1,3291,,,,,,1,0,0,985,,,
W-636160,Items-BC-06809611-UK,100,Items-BC-06809611-UK,250,0,9/6/2022 21:00,15-06-2022 05:49:00,,,,,,,0,,,1,1,0,,,,1601,1601,1,0,0,924,,,
W-829330,Items-EP-03466409-IN,10,Items-EP-03466409-IN,240,1,9/6/2022 21:00,,,,,,,,0,,,0,0,0,,,,944,944,1,0,0,448,0,,
W-249339,Items-EP-04737482-IN,10,Items-EP-04737482-IN,150,0,9/6/2022 21:00,11/6/2022 2:36,,,,,,,0,,,1,0,3345,,,,,,0,0,0,158,0,,
W-996509,Items-BC-00366822-IN,10,Items-BC-00366822-IN,196,1,9/6/2022 21:00,,,,,,,,0,,,1,1,0,,,,,,0,0,0,733,,,
W-271261,Items-EE-09684287-CH,10,Items-EE-09684287-CH,224,1,9/6/2022 21:00,,,,,,,,0,,,1,0,0,,,,,,1,0,0,497,0,,
W-786105,Items-BC-06809611-UK,10,Items-BC-06809611-UK,222,0,9/6/2022 21:00,,,,,,,,0,,,0,1,0,,,,2843,2843,0,0,0,503,0,,
W-12196,Items-TS-03538389-US,10,Items-TS-03538389-US,234,1,9/6/2022 21:00,,,,,,,,0,,,0,1,3106,,,,,,0,0,0,954,0,,
W-27861,Items-EP-03052349-BR,100,Items-EP-03052349-BR,173,0,9/6/2022 21:00,,,,,,,,0,,,1,1,3974,,,,,,1,0,0,332,0,,
W-424649,Items-BC-03055426-CH,10,Items-BC-03055426-CH,205,0,9/6/2022 21:00,,,,,,,,0,,,0,1,3301,,,,,,0,0,0,770,,,
W-727654,Items-SB-02355705-UK,10,Items-SB-02355705-UK,234,0,9/6/2022 21:00,,,,,,,,0,,,1,1,4730,,,,,,1,0,0,165,0,,
W-555378,Items-TS-06879613-JP,100,Items-TS-06879613-JP,245,0,9/6/2022 16:00,,,,,,,,0,,,1,0,0,,,,3936,3936,1,0,0,774,,,
W-846550,Items-EP-07767398-CH,10,Items-EP-07767398-CH,247,1,9/6/2022 16:00,,,,,,,,0,,,0,0,4974,,,,1949,1949,1,0,0,303,0,,
W-408469,Items-EP-02565413-IN,10,Items-EP-02565413-IN,229,1,9/6/2022 16:00,10/6/2022 23:42,,,,,,,0,,,1,1,3585,,,,2864,2864,1,0,0,945,0,,
W-881470,Items-BC-01462424-JP,10,Items-BC-01462424-JP,150,0,9/6/2022 16:00,11/6/2022 22:25,,,,,,,0,,,0,0,3427,,,,3748,3748,0,0,0,726,,,
W-941340,Items-BC-06809611-UK,10,Items-BC-06809611-UK,153,1,9/6/2022 16:00,,,,,,,,0,,,1,1,0,,,,1931,1931,0,0,0,546,,,
W-27717,Items-EE-04886293-BR,10,Items-EE-04886293-BR,220,0,9/6/2022 16:00,10/6/2022 20:30,,,,,,,0,,,1,1,4475,,,,780,780,1,0,0,881,0,,
W-875215,Items-EP-03466409-IN,10,Items-EP-03466409-IN,224,0,9/6/2022 16:00,11/6/2022 22:43,,,,,,,0,,,0,0,0,,,,,,0,0,0,258,0,,
W-58837,Items-SB-07543853-UK,10,Items-SB-07543853-UK,189,1,9/6/2022 16:00,,,,,,,,0,,,0,0,0,,,,,,0,0,0,144,0,,
W-563201,Items-BC-08829600-JP,10,Items-BC-08829600-JP,217,0,9/6/2022 16:00,13-06-2022 20:45:00,,,,,,,0,,,0,0,0,,,,1382,1382,0,0,0,440,,,
W-145292,Items-EP-03466409-IN,100,Items-EP-03466409-IN,172,1,9/6/2022 16:00,,,,,,,,0,,,0,0,4534,,,,430,430,1,0,0,469,,,
W-675529,Items-SB-06861728-JP,10,Items-SB-06861728-JP,235,0,9/6/2022 16:00,,,,,,,,0,,,0,1,3561,,,,,,0,0,0,79,0,,
W-799993,Items-BC-00797195-JP,10,Items-BC-00797195-JP,191,1,9/6/2022 16:00,10/6/2022 21:39,,,,,,,0,,,1,0,4172,,,,1155,1155,0,0,1,642,0,,
W-936893,Items-TS-06064368-US,10,Items-TS-06064368-US,230,0,9/6/2022 16:00,14-06-2022 22:30:00,,,,,,,0,,,0,0,0,,,,,,1,0,0,747,,,
W-654454,Items-EE-00741901-CH,100,Items-EE-00741901-CH,228,0,9/6/2022 16:00,,,,,,,,0,,,0,1,0,,,,2444,2444,1,0,0,180,0,,
W-722358,Items-SB-00509063-CH,100,Items-SB-00509063-CH,159,1,9/6/2022 16:00,,,,,,,,0,,,1,1,0,,,,4221,4221,1,0,0,574,0,,
W-9846,Items-TS-08597855-US,10,Items-TS-08597855-US,212,1,9/6/2022 16:00,12/6/2022 21:48,,,,,,,0,,,1,0,0,,,,3164,3164,1,0,0,507,0,,
W-277144,Items-EE-07197264-UK,100,Items-EE-07197264-UK,173,1,9/6/2022 16:00,,,,,,,,0,,,0,1,0,,,,,,1,0,0,380,,,
W-499744,Items-EP-01965204-IN,10,Items-EP-01965204-IN,189,1,9/6/2022 16:00,12/6/2022 0:21,,,,,,,0,,,0,1,0,,,,,,0,0,0,505,,,
W-856738,Items-EP-03052349-BR,10,Items-EP-03052349-BR,157,0,9/6/2022 16:00,,,,,,,,0,,,0,0,4605,,,,,,0,0,0,801,,,
W-172872,Items-EP-02518400-IN,100,Items-EP-02518400-IN,190,1,9/6/2022 16:00,,,,,,,,0,,,0,1,3451,,,,168,168,0,0,1,803,0,,
W-32987,Items-TS-01921426-IN,10,Items-TS-01921426-IN,203,0,9/6/2022 16:00,12/6/2022 0:42,,,,,,,0,,,0,0,0,,,,795,795,0,0,1,450,,,
W-340426,Items-EP-00105503-JP,100,Items-EP-00105503-JP,181,1,9/6/2022 16:00,11/6/2022 23:23,,,,,,,0,,,1,0,4694,,,,1753,1753,1,0,0,694,0,,
W-36188,Items-SB-02330381-US,100,Items-SB-02330381-US,218,1,9/6/2022 16:00,,,,,,,,0,,,1,0,0,,,,1515,1515,1,0,1,857,0,,
W-989803,Items-EP-07767398-CH,10,Items-EP-07767398-CH,210,0,9/6/2022 16:00,,,,,,,,0,,,0,1,0,,,,,,1,0,0,958,,,
