Item No_,Lot No_,Bin Code,Zone Code,Quantity,Min_Registering_Date,Days from Registration
123546,IDS-21E2-00114,IGS,IGS,200.0,2021-09-30,472
123546,IDS-21E2-00114,TMG,TMG,200.0,2022-05-18,242
136092,IDS-21E2-00114,TMG,TMG,250.0,2022-06-20,209
123546,IDS-21E2-00125,TMG,TMG,425.0,2021-10-30,442
EII-CNS-OT-0030,IDS-21E2-00125,TMG,TMG,175.0,2022-12-05,41
123546,IDS-21E2-00316,IGS,IGS,250.0,2021-05-26,599
123546,IDS-21E2-00316,TMG,TMG,250.0,2021-08-27,506
123546,IDS-21E2-00324,IGS,IGS,250.0,2021-05-23,602
123546,IDS-21E2-00340,TMG,TMG,175.0,2022-05-20,240
123546,IDS-21E2-00368,TMG,TMG,200.0,2022-07-06,193
EII-CNS-OT-0030,IDS-21E2-00372,TMG,TMG,175.0,2021-09-15,487
123546,IDS-21E2-00374,TMG,TMG,200.0,2021-10-17,455
123546,IDS-21E2-00388,TMG,TMG,250.0,2022-11-07,69
123546,IDS-21E2-00432,TMG,TMG,200.0,2021-02-27,687
123546,IDS-21E2-00560,IGS,IGS,450.0,2021-03-16,670
123546,IDS-21E2-00560,TMG,TMG,800.0,2021-04-30,625
123546,IDS-21E2-00561,IGS,IGS,175.0,2021-07-16,548
121897,IDS-21E2-00564,IGS,IGS,175.0,2022-04-05,285
123546,IDS-21E2-00564,IGS,IGS,250.0,2022-07-29,170
123546,IDS-21E2-00564,TMG,TMG,425.0,2021-08-20,513
EII-CNS-OT-0030,IDS-21E2-00564,TMG,TMG,200.0,2021-03-07,679
123546,IDS-21E2-00567,TMG,TMG,200.0,2021-07-01,563
123546,IDS-21E2-00568,IGS,IGS,175.0,2021-05-15,610
EII-CNS-OT-0030,IDS-21E2-00568,IGS,IGS,200.0,2022-11-26,50
123546,IDS-21E2-00568,TMG,TMG,250.0,2022-09-20,117
123546,IDS-21E2-00572,IGS,IGS,175.0,2022-07-30,169
123546,IDS-21E2-00572,TMG,TMG,175.0,2022-01-15,365
123546,IDS-21E2-00576,IGS,IGS,500.0,2022-04-14,276
123546,IDS-21E2-00577,TMG,TMG,175.0,2022-04-05,285
123546,IDS-21E2-00580,IGS,IGS,450.0,2021-03-22,664
123546,IDS-21E2-00592,TMG,TMG,200.0,2021-07-17,547
EII-CNS-OT-0030,IDS-21E2-00592,TMG,TMG,250.0,2022-09-29,108
123546,IDS-21E2-00600,IGS,IGS,250.0,2021-05-27,598
123546,IDS-21E2-00612,TMG,TMG,175.0,2022-10-26,81
EII-CNS-OT-0030,IDS-21E2-00624,IGS,IGS,175.0,2021-03-03,683
123546,IDS-21E2-00628,TMG,TMG,675.0,2021-04-23,632
123546,IDS-21E2-00816,TMG,TMG,200.0,2021-02-22,692
123546,IDS-21E2-01072,IGS,IGS,175.0,2021-08-02,531
123546,IDS-21E2-01072,TMG,TMG,250.0,2021-12-15,396
123546,IDS-21E2-01076,TMG,TMG,175.0,2022-03-20,301
123546,IDS-21E2-01078,IGS,IGS,200.0,2022-07-10,189
123546,IDS-21E2-01152,TMG,TMG,200.0,2022-07-16,183
123546,IDS-21E2-01217,TMG,TMG,200.0,2021-08-24,509
123498,IDS-21E2-00039,IGS,IGS,250.0,2022-09-14,123
123498,IDS-21E2-00039,TMG,TMG,175.0,2022-06-03,226
105226,IDS-21E2-00086,TMG,TMG,175.0,2021-11-17,424
105226,IDS-21E2-00101,IGS,IGS,175.0,2022-09-11,126
105226,IDS-21E2-00560,TMG,TMG,200.0,2022-10-26,81
123498,IDS-21E2-00564,TMG,TMG,200.0,2022-12-02,44
105226,IDS-21E2-00566,IGS,IGS,250.0,2022-07-18,181
123498,IDS-21E2-00820,IGS,IGS,175.0,2022-05-14,246
102519,IDS-21E2-00039,TMG,TMG,500.0,2021-10-02,470
149286,IDS-21E2-00039,TMG,TMG,200.0,2022-07-04,195
149286,IDS-21E2-00316,IGS,IGS,200.0,2021-07-31,533
102519,IDS-21E2-00564,IGS,IGS,175.0,2022-04-05,285
138531,IDS-21E2-00028,IGS,IGS,350.0,2021-12-03,408
138531,IDS-21E2-00028,TMG,TMG,850.0,2021-02-13,701
138531,IDS-21E2-00039,IGS,IGS,5050.0,2021-04-30,625
138531,IDS-21E2-00039,TMG,TMG,6650.0,2021-03-02,684
138531,IDS-21E2-00054,IGS,IGS,850.0,2021-06-21,573
138531,IDS-21E2-00054,TMG,TMG,1175.0,2021-09-12,490
138531,IDS-21E2-00056,IGS,IGS,675.0,2022-03-17,304
138531,IDS-21E2-00056,TMG,TMG,625.0,2021-10-01,471
138531,IDS-21E2-00080,IGS,IGS,550.0,2021-08-26,507
138531,IDS-21E2-00080,TMG,TMG,925.0,2021-05-18,607
138531,IDS-21E2-00083,IGS,IGS,375.0,2021-10-31,441
138531,IDS-21E2-00083,TMG,TMG,550.0,2021-03-23,663
138531,IDS-21E2-00086,IGS,IGS,1450.0,2021-04-16,639
138531,IDS-21E2-00086,TMG,TMG,1450.0,2021-03-02,684
138531,IDS-21E2-00101,IGS,IGS,1250.0,2021-02-26,688
138531,IDS-21E2-00101,TMG,TMG,1000.0,2021-04-01,654
138531,IDS-21E2-00114,IGS,IGS,600.0,2021-12-07,404
138531,IDS-21E2-00114,TMG,TMG,175.0,2021-08-24,509
138531,IDS-21E2-00125,IGS,IGS,1475.0,2021-05-04,621
138531,IDS-21E2-00125,TMG,TMG,2175.0,2021-02-26,688
138531,IDS-21E2-00316,IGS,IGS,425.0,2021-03-31,655
138531,IDS-21E2-00316,TMG,TMG,425.0,2021-07-17,547
138531,IDS-21E2-00317,TMG,TMG,200.0,2021-10-21,451
138531,IDS-21E2-00320,IGS,IGS,825.0,2021-04-07,648
138531,IDS-21E2-00320,TMG,TMG,1225.0,2021-05-19,606
138531,IDS-21E2-00323,IGS,IGS,200.0,2021-04-21,634
138531,IDS-21E2-00324,IGS,IGS,200.0,2021-07-22,542
138531,IDS-21E2-00324,TMG,TMG,450.0,2022-08-10,158
138531,IDS-21E2-00326,TMG,TMG,200.0,2022-03-20,301
138531,IDS-21E2-00336,IGS,IGS,1125.0,2021-07-25,539
138531,IDS-21E2-00336,TMG,TMG,575.0,2021-02-17,697
138531,IDS-21E2-00337,TMG,TMG,175.0,2021-05-29,596
138531,IDS-21E2-00338,TMG,TMG,500.0,2021-04-18,637
138531,IDS-21E2-00340,IGS,IGS,450.0,2022-03-10,311
138531,IDS-21E2-00340,TMG,TMG,450.0,2021-11-25,416
138531,IDS-21E2-00349,TMG,TMG,175.0,2022-01-17,363
138531,IDS-21E2-00352,IGS,IGS,200.0,2021-08-22,511
138531,IDS-21E2-00352,TMG,TMG,350.0,2021-09-17,485
138531,IDS-21E2-00357,IGS,IGS,175.0,2021-10-16,456
138531,IDS-21E2-00368,IGS,IGS,800.0,2021-03-26,660
138531,IDS-21E2-00368,TMG,TMG,1475.0,2021-05-15,610
138531,IDS-21E2-00369,IGS,IGS,175.0,2022-10-06,101
138531,IDS-21E2-00372,IGS,IGS,850.0,2021-07-05,559
138531,IDS-21E2-00372,TMG,TMG,1450.0,2021-04-02,653
138531,IDS-21E2-00373,TMG,TMG,200.0,2022-08-21,147
138531,IDS-21E2-00380,TMG,TMG,250.0,2021-10-12,460
138531,IDS-21E2-00384,TMG,TMG,400.0,2021-11-23,418
138531,IDS-21E2-00432,IGS,IGS,425.0,2021-09-27,475
138531,IDS-21E2-00432,TMG,TMG,425.0,2022-07-27,172
138531,IDS-21E2-00436,TMG,TMG,200.0,2021-10-02,470
138531,IDS-21E2-00453,IGS,IGS,175.0,2022-03-07,314
138531,IDS-21E2-00464,IGS,IGS,200.0,2021-06-10,584
138531,IDS-21E2-00496,IGS,IGS,400.0,2021-04-29,626
138531,IDS-21E2-00560,IGS,IGS,3275.0,2021-03-23,663
138531,IDS-21E2-00560,TMG,TMG,3100.0,2021-03-28,658
138531,IDS-21E2-00561,IGS,IGS,425.0,2022-05-21,239
138531,IDS-21E2-00562,IGS,IGS,725.0,2021-04-02,653
138531,IDS-21E2-00563,TMG,TMG,250.0,2022-05-07,253
138531,IDS-21E2-00564,IGS,IGS,1925.0,2021-03-20,666
138531,IDS-21E2-00564,TMG,TMG,4125.0,2021-02-28,686
138531,IDS-21E2-00565,TMG,TMG,200.0,2022-04-23,267
138531,IDS-21E2-00566,IGS,IGS,550.0,2021-06-06,588
138531,IDS-21E2-00568,TMG,TMG,425.0,2021-08-05,528
138531,IDS-21E2-00572,TMG,TMG,250.0,2022-03-27,294
138531,IDS-21E2-00576,IGS,IGS,350.0,2021-04-11,644
138531,IDS-21E2-00576,TMG,TMG,375.0,2022-12-10,36
138531,IDS-21E2-00580,IGS,IGS,175.0,2022-02-14,335
138531,IDS-21E2-00580,TMG,TMG,200.0,2021-08-28,505
138531,IDS-21E2-00582,TMG,TMG,175.0,2021-10-07,465
138531,IDS-21E2-00592,TMG,TMG,450.0,2022-01-27,353
138531,IDS-21E2-00596,IGS,IGS,575.0,2021-06-20,574
138531,IDS-21E2-00596,TMG,TMG,200.0,2022-05-07,253
138531,IDS-21E2-00598,TMG,TMG,250.0,2022-03-07,314
138531,IDS-21E2-00600,TMG,TMG,175.0,2021-03-29,657
138531,IDS-21E2-00608,IGS,IGS,250.0,2022-12-08,38
138531,IDS-21E2-00612,TMG,TMG,200.0,2022-03-14,307
138531,IDS-21E2-00624,IGS,IGS,250.0,2022-06-05,224
138531,IDS-21E2-00628,IGS,IGS,250.0,2022-06-28,201
138531,IDS-21E2-00628,TMG,TMG,375.0,2021-03-07,679
138531,IDS-21E2-00660,IGS,IGS,200.0,2021-12-30,381
138531,IDS-21E2-00688,IGS,IGS,375.0,2021-02-24,690
138531,IDS-21E2-00692,TMG,TMG,450.0,2021-02-21,693
138531,IDS-21E2-00704,IGS,IGS,200.0,2022-12-11,35
138531,IDS-21E2-00720,TMG,TMG,250.0,2021-08-11,522
138531,IDS-21E2-00724,TMG,TMG,250.0,2021-10-09,463
138531,IDS-21E2-00789,IGS,IGS,200.0,2021-08-29,504
138531,IDS-21E2-00816,TMG,TMG,550.0,2021-08-11,522
138531,IDS-21E2-00817,TMG,TMG,500.0,2021-11-25,416
138531,IDS-21E2-00818,IGS,IGS,250.0,2022-11-28,48
138531,IDS-21E2-00820,IGS,IGS,250.0,2022-06-27,202
138531,IDS-21E2-00820,TMG,TMG,825.0,2021-08-16,517
138531,IDS-21E2-00832,TMG,TMG,175.0,2021-07-22,542
138531,IDS-21E2-00836,TMG,TMG,200.0,2021-09-12,490
138531,IDS-21E2-00864,IGS,IGS,175.0,2021-12-11,400
138531,IDS-21E2-00880,TMG,TMG,625.0,2021-03-07,679
138531,IDS-21E2-00884,IGS,IGS,250.0,2022-09-09,128
138531,IDS-21E2-00884,TMG,TMG,175.0,2021-06-14,580
138531,IDS-21E2-01072,IGS,IGS,200.0,2021-12-27,384
138531,IDS-21E2-01074,TMG,TMG,200.0,2022-03-24,297
138531,IDS-21E2-01076,TMG,TMG,175.0,2021-09-12,490
138531,IDS-21E2-01088,TMG,TMG,250.0,2022-06-06,223
138531,IDS-21E2-01136,IGS,IGS,250.0,2021-07-14,550
147755,IDS-21E2-00028,TMG,TMG,250.0,2022-06-22,207
131664,IDS-21E2-00039,IGS,IGS,175.0,2021-03-05,681
147755,IDS-21E2-00039,IGS,IGS,625.0,2021-02-24,690
131664,IDS-21E2-00039,TMG,TMG,375.0,2021-04-20,635
147755,IDS-21E2-00039,TMG,TMG,375.0,2021-02-21,693
131664,IDS-21E2-00054,TMG,TMG,200.0,2022-02-17,332
131664,IDS-21E2-00056,IGS,IGS,200.0,2022-04-20,270
147755,IDS-21E2-00056,IGS,IGS,175.0,2022-07-07,192
131664,IDS-21E2-00056,TMG,TMG,425.0,2021-09-08,494
131664,IDS-21E2-00080,TMG,TMG,250.0,2022-11-19,57
147755,IDS-21E2-00083,IGS,IGS,250.0,2021-09-30,472
131664,IDS-21E2-00083,TMG,TMG,200.0,2022-01-28,352
131664,IDS-21E2-00086,TMG,TMG,675.0,2021-09-14,488
147755,IDS-21E2-00101,TMG,TMG,200.0,2022-09-30,107
131664,IDS-21E2-00114,TMG,TMG,175.0,2022-04-01,289
147755,IDS-21E2-00114,TMG,TMG,175.0,2021-04-09,646
131664,IDS-21E2-00125,IGS,IGS,625.0,2021-12-09,402
131664,IDS-21E2-00125,TMG,TMG,500.0,2021-03-09,677
147755,IDS-21E2-00125,TMG,TMG,200.0,2021-12-31,380
131664,IDS-21E2-00320,IGS,IGS,250.0,2022-11-24,52
147755,IDS-21E2-00320,IGS,IGS,200.0,2021-11-23,418
131664,IDS-21E2-00320,TMG,TMG,250.0,2021-05-14,611
147755,IDS-21E2-00320,TMG,TMG,250.0,2022-10-24,83
147755,IDS-21E2-00324,IGS,IGS,200.0,2022-03-14,307
147755,IDS-21E2-00368,TMG,TMG,250.0,2021-11-19,422
131664,IDS-21E2-00369,IGS,IGS,200.0,2021-05-17,608
131664,IDS-21E2-00372,TMG,TMG,175.0,2021-04-16,639
131664,IDS-21E2-00380,IGS,IGS,200.0,2021-10-05,467
147755,IDS-21E2-00432,TMG,TMG,250.0,2022-07-24,175
147755,IDS-21E2-00436,TMG,TMG,200.0,2021-09-20,482
131664,IDS-21E2-00560,IGS,IGS,175.0,2022-07-26,173
147755,IDS-21E2-00560,IGS,IGS,500.0,2022-03-12,309
147755,IDS-21E2-00560,TMG,TMG,250.0,2021-06-27,567
147755,IDS-21E2-00561,TMG,TMG,200.0,2022-11-28,48
131664,IDS-21E2-00562,TMG,TMG,200.0,2021-12-18,393
147755,IDS-21E2-00564,TMG,TMG,200.0,2022-09-20,117
131664,IDS-21E2-00576,TMG,TMG,200.0,2022-04-20,270
131664,IDS-21E2-00624,IGS,IGS,175.0,2022-11-04,72
147755,IDS-21E2-00688,TMG,TMG,250.0,2022-01-14,366
147755,IDS-21E2-00818,TMG,TMG,200.0,2022-06-19,210
131664,IDS-21E2-00820,TMG,TMG,175.0,2021-11-10,431
147755,IDS-21E2-00820,TMG,TMG,250.0,2022-03-31,290
147755,IDS-21E2-00833,IGS,IGS,200.0,2022-07-27,172
147755,IDS-21E2-01140,IGS,IGS,200.0,2021-06-01,593
146163,IDS-21E2-00624,IGS,IGS,175.0,2021-10-09,463
129713,IDS-21E2-00039,IGS,IGS,375.0,2021-03-17,669
129713,IDS-21E2-00054,TMG,TMG,250.0,2021-05-26,599
129713,IDS-21E2-00056,IGS,IGS,550.0,2021-02-27,687
129713,IDS-21E2-00080,TMG,TMG,400.0,2021-06-09,585
129713,IDS-21E2-00083,IGS,IGS,250.0,2021-08-09,524
129713,IDS-21E2-00083,TMG,TMG,175.0,2021-03-20,666
129713,IDS-21E2-00086,TMG,TMG,200.0,2022-09-10,127
129713,IDS-21E2-00101,TMG,TMG,250.0,2021-11-22,419
115876,IDS-21E2-00114,TMG,TMG,175.0,2022-11-13,63
115876,IDS-21E2-00125,IGS,IGS,200.0,2021-06-26,568
129713,IDS-21E2-00125,IGS,IGS,450.0,2021-09-10,492
129713,IDS-21E2-00337,TMG,TMG,200.0,2021-10-03,469
129713,IDS-21E2-00338,TMG,TMG,200.0,2022-09-04,133
129713,IDS-21E2-00340,TMG,TMG,175.0,2022-05-03,257
129713,IDS-21E2-00436,TMG,TMG,250.0,2022-04-23,267
129713,IDS-21E2-00560,TMG,TMG,600.0,2022-01-23,357
129713,IDS-21E2-00564,IGS,IGS,600.0,2021-06-11,583
129713,IDS-21E2-00564,TMG,TMG,250.0,2022-10-13,94
129713,IDS-21E2-00565,TMG,TMG,350.0,2021-04-16,639
129713,IDS-21E2-00576,TMG,TMG,175.0,2022-10-07,100
129713,IDS-21E2-00816,IGS,IGS,250.0,2021-07-24,540
129713,IDS-21E2-00817,IGS,IGS,250.0,2022-07-04,195
141305,IDS-21E2-00028,IGS,IGS,200.0,2022-02-22,327
141305,IDS-21E2-00039,IGS,IGS,675.0,2021-03-02,684
141305,IDS-21E2-00039,TMG,TMG,550.0,2021-11-26,415
141305,IDS-21E2-00054,IGS,IGS,175.0,2021-07-06,558
141305,IDS-21E2-00056,IGS,IGS,500.0,2021-05-28,597
141305,IDS-21E2-00056,TMG,TMG,175.0,2021-06-15,579
141305,IDS-21E2-00080,IGS,IGS,250.0,2021-09-08,494
141305,IDS-21E2-00080,TMG,TMG,200.0,2021-04-29,626
147078,IDS-21E2-00086,TMG,TMG,200.0,2022-06-18,211
141305,IDS-21E2-00114,IGS,IGS,350.0,2022-09-07,130
141305,IDS-21E2-00125,IGS,IGS,175.0,2021-10-25,447
141305,IDS-21E2-00125,TMG,TMG,1150.0,2021-08-08,525
141305,IDS-21E2-00320,IGS,IGS,375.0,2021-10-03,469
141305,IDS-21E2-00320,TMG,TMG,350.0,2022-03-21,300
141305,IDS-21E2-00336,TMG,TMG,175.0,2021-10-30,442
141305,IDS-21E2-00352,IGS,IGS,200.0,2021-12-13,398
141305,IDS-21E2-00370,TMG,TMG,175.0,2021-02-19,695
147078,IDS-21E2-00404,IGS,IGS,175.0,2022-09-12,125
141305,IDS-21E2-00432,TMG,TMG,250.0,2022-01-08,372
141305,IDS-21E2-00560,TMG,TMG,200.0,2022-07-12,187
141305,IDS-21E2-00564,IGS,IGS,250.0,2022-03-07,314
141305,IDS-21E2-00577,IGS,IGS,250.0,2022-05-05,255
141305,IDS-21E2-00624,IGS,IGS,175.0,2021-05-23,602
141305,IDS-21E2-00816,TMG,TMG,950.0,2021-02-11,703
141305,IDS-21E2-00820,IGS,IGS,200.0,2022-09-22,115
104754,IDS-21E2-00039,TMG,TMG,250.0,2022-09-11,126
109961,IDS-21E2-00039,TMG,TMG,200.0,2021-02-11,703
104754,IDS-21E2-00086,TMG,TMG,250.0,2021-11-02,439
109961,IDS-21E2-00125,TMG,TMG,175.0,2022-09-26,111
104754,IDS-21E2-00336,TMG,TMG,175.0,2021-08-17,516
104754,IDS-21E2-00560,TMG,TMG,250.0,2021-05-13,612
104754,IDS-21E2-00564,TMG,TMG,250.0,2021-08-03,530
149611,IDS-21E2-00816,TMG,TMG,200.0,2021-11-17,424
140147,IDS-21E2-00039,TMG,TMG,200.0,2021-02-25,689
140147,IDS-21E2-00086,TMG,TMG,250.0,2022-06-26,203
140147,IDS-21E2-00125,TMG,TMG,200.0,2021-06-02,592
140147,IDS-21E2-00560,TMG,TMG,250.0,2022-10-25,82
140147,IDS-21E2-00624,TMG,TMG,200.0,2022-11-12,64
142861,IDS-21E2-00756,TMG,TMG,200.0,2022-11-12,64
121571,IDS-21E2-00028,TMG,TMG,250.0,2022-04-20,270
148780,IDS-21E2-00039,TMG,TMG,175.0,2021-07-13,551
121571,IDS-21E2-00056,IGS,IGS,250.0,2021-08-24,509
121571,IDS-21E2-00056,TMG,TMG,925.0,2021-12-10,401
121571,IDS-21E2-00086,TMG,TMG,250.0,2021-10-07,465
121571,IDS-21E2-00101,IGS,IGS,200.0,2021-10-24,448
121571,IDS-21E2-00101,TMG,TMG,250.0,2022-07-07,192
148780,IDS-21E2-00114,IGS,IGS,200.0,2021-04-09,646
121571,IDS-21E2-00125,IGS,IGS,200.0,2022-12-01,45
121571,IDS-21E2-00324,TMG,TMG,200.0,2021-04-18,637
148780,IDS-21E2-00337,TMG,TMG,200.0,2021-07-10,554
148780,IDS-21E2-00340,TMG,TMG,175.0,2022-07-08,191
148780,IDS-21E2-00360,TMG,TMG,200.0,2022-10-25,82
121571,IDS-21E2-00368,IGS,IGS,175.0,2021-03-31,655
121571,IDS-21E2-00368,TMG,TMG,200.0,2022-03-03,318
121571,IDS-21E2-00560,IGS,IGS,200.0,2022-02-22,327
148780,IDS-21E2-00560,TMG,TMG,250.0,2022-08-15,153
121571,IDS-21E2-00561,TMG,TMG,450.0,2021-06-04,590
121571,IDS-21E2-00562,IGS,IGS,250.0,2022-07-04,195
121571,IDS-21E2-00624,IGS,IGS,200.0,2022-02-27,322
121571,IDS-21E2-00944,TMG,TMG,200.0,2021-08-17,516
121571,IDS-21E2-01088,IGS,IGS,250.0,2022-05-10,250
135383,IDS-21E2-00028,IGS,IGS,200.0,2022-01-07,373
135383,IDS-21E2-00039,TMG,TMG,600.0,2022-03-17,304
147359,IDS-21E2-00039,TMG,TMG,1050.0,2021-03-10,676
135383,IDS-21E2-00054,IGS,IGS,250.0,2021-08-27,506
135383,IDS-21E2-00056,TMG,TMG,175.0,2022-02-27,322
135383,IDS-21E2-00083,IGS,IGS,250.0,2022-07-08,191
135383,IDS-21E2-00083,TMG,TMG,200.0,2021-04-01,654
135383,IDS-21E2-00114,TMG,TMG,200.0,2021-05-18,607
147359,IDS-21E2-00125,IGS,IGS,675.0,2021-02-19,695
135383,IDS-21E2-00320,TMG,TMG,500.0,2022-02-08,341
147359,IDS-21E2-00436,TMG,TMG,250.0,2022-06-02,227
147359,IDS-21E2-00560,TMG,TMG,250.0,2022-07-06,193
147359,IDS-21E2-00561,IGS,IGS,200.0,2021-05-03,622
147359,IDS-21E2-00564,IGS,IGS,250.0,2022-01-25,355
147359,IDS-21E2-00564,TMG,TMG,175.0,2022-03-28,293
147359,IDS-21E2-00565,IGS,IGS,250.0,2022-06-23,206
147359,IDS-21E2-00576,IGS,IGS,250.0,2022-11-12,64
147359,IDS-21E2-00884,IGS,IGS,175.0,2022-07-17,182
135383,IDS-21E2-01092,TMG,TMG,250.0,2021-03-16,670
137963,IDS-21E2-00028,IGS,IGS,425.0,2022-09-06,131
137963,IDS-21E2-00028,TMG,TMG,600.0,2021-05-18,607
137963,IDS-21E2-00039,IGS,IGS,2025.0,2021-03-13,673
137963,IDS-21E2-00039,TMG,TMG,5675.0,2021-02-11,703
137963,IDS-21E2-00054,IGS,IGS,1075.0,2021-08-19,514
137963,IDS-21E2-00054,TMG,TMG,875.0,2021-04-20,635
137963,IDS-21E2-00056,IGS,IGS,175.0,2021-09-16,486
137963,IDS-21E2-00056,TMG,TMG,425.0,2021-02-12,702
137963,IDS-21E2-00080,IGS,IGS,675.0,2021-03-04,682
137963,IDS-21E2-00080,TMG,TMG,425.0,2022-01-23,357
137963,IDS-21E2-00083,IGS,IGS,975.0,2021-07-17,547
137963,IDS-21E2-00083,TMG,TMG,175.0,2021-08-07,526
137963,IDS-21E2-00086,IGS,IGS,925.0,2021-02-17,697
137963,IDS-21E2-00086,TMG,TMG,900.0,2021-03-27,659
137963,IDS-21E2-00101,IGS,IGS,850.0,2021-03-18,668
137963,IDS-21E2-00101,TMG,TMG,1375.0,2021-03-09,677
137963,IDS-21E2-00114,IGS,IGS,425.0,2021-04-21,634
137963,IDS-21E2-00114,TMG,TMG,625.0,2021-02-21,693
137963,IDS-21E2-00125,IGS,IGS,900.0,2021-03-06,680
137963,IDS-21E2-00125,TMG,TMG,1700.0,2021-05-12,613
137963,IDS-21E2-00316,IGS,IGS,375.0,2021-11-20,421
137963,IDS-21E2-00316,TMG,TMG,200.0,2022-07-29,170
137963,IDS-21E2-00320,IGS,IGS,800.0,2021-09-03,499
137963,IDS-21E2-00320,TMG,TMG,375.0,2021-05-05,620
137963,IDS-21E2-00321,TMG,TMG,175.0,2022-06-21,208
137963,IDS-21E2-00323,TMG,TMG,175.0,2022-01-17,363
137963,IDS-21E2-00324,IGS,IGS,200.0,2021-06-26,568
137963,IDS-21E2-00324,TMG,TMG,650.0,2021-04-04,651
137963,IDS-21E2-00325,IGS,IGS,250.0,2022-12-01,45
137963,IDS-21E2-00325,TMG,TMG,200.0,2021-12-16,395
137963,IDS-21E2-00336,IGS,IGS,775.0,2021-08-09,524
137963,IDS-21E2-00340,TMG,TMG,175.0,2022-02-21,328
137963,IDS-21E2-00342,TMG,TMG,250.0,2022-06-30,199
137963,IDS-21E2-00368,TMG,TMG,700.0,2021-06-07,587
137963,IDS-21E2-00369,IGS,IGS,175.0,2022-11-02,74
137963,IDS-21E2-00372,IGS,IGS,375.0,2022-03-31,290
105868,IDS-21E2-00372,TMG,TMG,250.0,2022-10-28,79
137963,IDS-21E2-00372,TMG,TMG,350.0,2021-04-20,635
137963,IDS-21E2-00373,TMG,TMG,500.0,2021-05-08,617
137963,IDS-21E2-00388,IGS,IGS,250.0,2022-09-25,112
137963,IDS-21E2-00388,TMG,TMG,250.0,2021-05-07,618
137963,IDS-21E2-00432,TMG,TMG,350.0,2022-05-25,235
137963,IDS-21E2-00433,TMG,TMG,200.0,2022-04-27,263
137963,IDS-21E2-00436,IGS,IGS,375.0,2021-09-13,489
137963,IDS-21E2-00560,IGS,IGS,1475.0,2021-06-14,580
137963,IDS-21E2-00560,TMG,TMG,1950.0,2021-04-17,638
137963,IDS-21E2-00561,TMG,TMG,625.0,2021-07-21,543
137963,IDS-21E2-00562,TMG,TMG,175.0,2022-08-13,155
137963,IDS-21E2-00564,IGS,IGS,625.0,2021-02-16,698
137963,IDS-21E2-00564,TMG,TMG,2475.0,2021-02-11,703
137963,IDS-21E2-00565,TMG,TMG,375.0,2022-05-13,247
137963,IDS-21E2-00566,TMG,TMG,175.0,2021-03-07,679
137963,IDS-21E2-00568,TMG,TMG,600.0,2021-08-28,505
137963,IDS-21E2-00577,TMG,TMG,250.0,2021-04-02,653
137963,IDS-21E2-00596,IGS,IGS,200.0,2022-03-28,293
137963,IDS-21E2-00624,IGS,IGS,175.0,2022-04-30,260
137963,IDS-21E2-00626,IGS,IGS,175.0,2022-07-10,189
137963,IDS-21E2-00688,IGS,IGS,200.0,2022-09-13,124
137963,IDS-21E2-00688,TMG,TMG,400.0,2021-03-23,663
137963,IDS-21E2-00692,IGS,IGS,175.0,2021-05-11,614
137963,IDS-21E2-00758,IGS,IGS,175.0,2022-05-22,238
137963,IDS-21E2-00816,IGS,IGS,450.0,2021-02-22,692
137963,IDS-21E2-00817,TMG,TMG,250.0,2021-08-01,532
137963,IDS-21E2-00820,IGS,IGS,500.0,2022-05-14,246
137963,IDS-21E2-00820,TMG,TMG,625.0,2021-03-21,665
137963,IDS-21E2-00853,TMG,TMG,175.0,2022-06-24,205
137963,IDS-21E2-01072,IGS,IGS,175.0,2022-08-25,143
137963,IDS-21E2-01072,TMG,TMG,175.0,2022-02-06,343
137963,IDS-21E2-01073,TMG,TMG,250.0,2022-09-18,119
137963,IDS-21E2-01074,IGS,IGS,175.0,2022-10-02,105
137963,IDS-21E2-01078,TMG,TMG,175.0,2022-06-03,226
116094,IDS-21E2-00560,IGS,IGS,200.0,2021-06-12,582
138212,IDS-21E2-00028,IGS,IGS,200.0,2021-09-11,491
138212,IDS-21E2-00039,IGS,IGS,1625.0,2021-05-06,619
138212,IDS-21E2-00039,TMG,TMG,1350.0,2021-08-28,505
138212,IDS-21E2-00054,IGS,IGS,625.0,2021-07-11,553
138212,IDS-21E2-00054,TMG,TMG,1000.0,2021-03-26,660
138212,IDS-21E2-00056,IGS,IGS,425.0,2022-01-13,367
138212,IDS-21E2-00080,IGS,IGS,175.0,2022-10-29,78
138212,IDS-21E2-00083,IGS,IGS,175.0,2021-04-08,647
138212,IDS-21E2-00083,TMG,TMG,250.0,2021-04-18,637
138212,IDS-21E2-00086,TMG,TMG,425.0,2022-10-12,95
138212,IDS-21E2-00101,IGS,IGS,250.0,2021-12-18,393
138212,IDS-21E2-00101,TMG,TMG,450.0,2021-04-22,633
138212,IDS-21E2-00114,TMG,TMG,250.0,2022-02-17,332
138212,IDS-21E2-00125,IGS,IGS,200.0,2021-03-25,661
138212,IDS-21E2-00125,TMG,TMG,950.0,2021-09-17,485
138212,IDS-21E2-00316,TMG,TMG,175.0,2021-03-28,658
138212,IDS-21E2-00320,TMG,TMG,200.0,2021-05-25,600
138212,IDS-21E2-00321,IGS,IGS,200.0,2022-06-11,218
138212,IDS-21E2-00324,IGS,IGS,200.0,2022-01-18,362
138212,IDS-21E2-00336,IGS,IGS,375.0,2021-06-01,593
