Item No_,Lot No_,Bin Code,Days from Registration
EII-CNS-OT-0008,IDS-21E2-00572,IGS,331
1000457,IDS-21E2-00125,TMG,703
1000457,IDS-21E2-00083,TMG,579
102671,IDS-21E2-00432,IGS,193
108259,IDS-21E2-00596,TMG,416
115418,IDS-21E2-00325,IGS,576
119192,IDS-21E2-00816,TMG,636
119852,IDS-21E2-00360,TMG,239
119852,IDS-21E2-00329,TMG,299
121793,IDS-21E2-00028,TMG,490
121969,IDS-21E2-00576,TMG,59
121969,IDS-21E2-00086,TMG,610
125391,IDS-21E2-00834,TMG,286
128916,IDS-21E2-00560,TMG,344
135506,IDS-21E2-00560,TMG,617
135722,IDS-21E2-00368,TMG,52
138198,IDS-21E2-00039,IGS,297
138531,IDS-21E2-00565,TMG,267
139895,IDS-21E2-00564,TMG,673
EII-CNS-LB-0001,IDS-21E2-00376,TMG,146
EII-CNS-OT-0025,IDS-21E2-00401,IGS,92
1000457,IDS-21E2-00326,TMG,668
1000457,IDS-21E2-00372,IGS,608
102565,IDS-21E2-00756,TMG,47
111938,IDS-21E2-00320,IGS,556
113854,IDS-21E2-00086,TMG,99
116912,IDS-21E2-00578,IGS,150
119027,IDS-21E2-01204,IGS,600
119027,IDS-21E2-00125,IGS,524
119192,IDS-21E2-00028,TMG,613
121969,IDS-21E2-00101,TMG,641
130921,IDS-21E2-00368,TMG,237
131886,IDS-21E2-00114,TMG,699
135506,IDS-21E2-00114,TMG,690
138531,IDS-21E2-00125,IGS,621
138531,IDS-21E2-00580,TMG,505
139272,IDS-21E2-00039,TMG,664
145433,IDS-21E2-00944,TMG,670
148935,IDS-21E2-00560,IGS,425
149244,IDS-21E2-00564,TMG,594
700536-2,IDS-21E2-00695,TMG,24
1000457,IDS-21E2-00832,TMG,326
1000457,IDS-21E2-00630,IGS,451
102565,IDS-21E2-00688,TMG,283
108259,IDS-21E2-00692,TMG,596
113854,IDS-21E2-00039,TMG,697
114717,IDS-21E2-00562,IGS,437
114717,IDS-21E2-00368,IGS,575
114717,IDS-21E2-00317,TMG,117
117232,IDS-21E2-00316,IGS,201
118498,IDS-21E2-00039,TMG,575
118578,IDS-21E2-00370,TMG,136
119852,IDS-21E2-00356,TMG,97
119852,IDS-21E2-00448,IGS,526
120768,IDS-21E2-00054,TMG,118
123546,IDS-21E2-00568,TMG,117
123759,IDS-21E2-00320,TMG,207
132796,IDS-21E2-00500,TMG,230
135506,IDS-21E2-00596,IGS,464
138212,IDS-21E2-01077,TMG,51
140281,IDS-21E2-00028,TMG,666
147755,IDS-21E2-00688,TMG,366
EII-CNS-OT-0005,IDS-21E2-00724,TMG,254
101887,IDS-21E2-00592,TMG,672
102565,IDS-21E2-01074,IGS,619
109259,IDS-21E2-00039,TMG,140
112048,IDS-21E2-00688,TMG,573
117871,IDS-21E2-00816,TMG,287
121969,IDS-21E2-00114,TMG,529
123248,IDS-21E2-00039,IGS,701
127229,IDS-21E2-00564,IGS,693
127229,IDS-21E2-00125,TMG,516
140281,IDS-21E2-00560,TMG,451
141388,IDS-21E2-00114,TMG,244
141663,IDS-21E2-00816,IGS,188
141663,IDS-21E2-00324,IGS,385
142798,IDS-21E2-00560,IGS,405
145340,IDS-21E2-00948,TMG,549
700536-4,IDS-21E2-00028,TMG,656
700567-1,IDS-21E2-00816,IGS,613
EII-CNS-OT-0025,IDS-21E2-00560,TMG,621
EII-CNS-OT-0025,IDS-21E2-00600,IGS,104
102565,IDS-21E2-00561,TMG,468
105695,IDS-21E2-00568,TMG,519
108259,IDS-21E2-00886,IGS,221
111742,IDS-21E2-00817,TMG,704
114717,IDS-21E2-00565,TMG,561
118475,IDS-21E2-00576,IGS,450
119191,IDS-21E2-00564,IGS,60
119192,IDS-21E2-01080,IGS,115
121969,IDS-21E2-00626,TMG,150
125168,IDS-21E2-00688,TMG,96
125880,IDS-21E2-00368,IGS,370
135383,IDS-21E2-01092,TMG,670
137963,IDS-21E2-01078,TMG,226
138531,IDS-21E2-00884,IGS,128
143236,IDS-21E2-00028,IGS,582
145340,IDS-21E2-00083,IGS,703
700536-3,IDS-21E2-00564,IGS,86
700536-3,IDS-21E2-00340,TMG,589
700536-4,IDS-21E2-00596,IGS,384
1000457,IDS-21E2-01108,IGS,74
108259,IDS-21E2-00572,IGS,597
111742,IDS-21E2-00884,TMG,634
111742,IDS-21E2-00370,TMG,384
112296,IDS-21E2-00816,TMG,699
114717,IDS-21E2-00576,TMG,425
115657,IDS-21E2-00817,TMG,393
119027,IDS-21E2-00054,TMG,56
119852,IDS-21E2-00596,IGS,470
119852,IDS-21E2-00349,IGS,698
119852,IDS-21E2-00336,TMG,666
121571,IDS-21E2-00624,IGS,322
123234,IDS-21E2-00328,TMG,126
133133,IDS-21E2-00373,TMG,649
135677,IDS-21E2-00086,IGS,299
135722,IDS-21E2-00820,IGS,663
143236,IDS-21E2-00588,TMG,183
145340,IDS-21E2-00324,IGS,659
147755,IDS-21E2-00101,TMG,107
1000457,IDS-21E2-00341,TMG,603
114717,IDS-21E2-00368,TMG,119
118140,IDS-21E2-00316,IGS,240
119852,IDS-21E2-00337,TMG,701
121793,IDS-21E2-00328,TMG,647
123546,IDS-21E2-00340,TMG,240
125909,IDS-21E2-00039,TMG,483
133253,IDS-21E2-00056,TMG,244
133414,IDS-21E2-00322,TMG,307
135506,IDS-21E2-00436,IGS,434
135677,IDS-21E2-00561,IGS,228
138531,IDS-21E2-00086,TMG,684
139511,IDS-21E2-00028,TMG,384
139713,IDS-21E2-00560,IGS,499
1000457,IDS-21E2-00328,TMG,700
1000457,IDS-21E2-00564,TMG,675
1000457,IDS-21E2-00368,IGS,704
102565,IDS-21E2-00080,TMG,693
102565,IDS-21E2-00114,IGS,173
104754,IDS-21E2-00560,TMG,612
108259,IDS-21E2-00819,IGS,588
111742,IDS-21E2-01076,TMG,402
113854,IDS-21E2-00596,TMG,332
114717,IDS-21E2-00083,TMG,590
117232,IDS-21E2-00056,TMG,217
123234,IDS-21E2-00596,TMG,454
124257,IDS-21E2-00560,TMG,184
125168,IDS-21E2-00056,IGS,428
125391,IDS-21E2-00028,TMG,265
133757,IDS-21E2-00816,TMG,271
135506,IDS-21E2-01136,IGS,438
137932,IDS-21E2-00372,TMG,136
142120,IDS-21E2-00560,IGS,671
700526-1,IDS-21E2-00101,TMG,281
700536-2,IDS-21E2-00039,IGS,146
EII-CNS-OT-0006,IDS-21E2-00039,TMG,510
1000457,IDS-21E2-00629,TMG,629
1000457,IDS-21E2-00114,TMG,700
1000457,IDS-21E2-01136,TMG,684
102565,IDS-21E2-00628,TMG,672
102565,IDS-21E2-00566,IGS,597
107931,IDS-21E2-01076,TMG,157
108023,IDS-21E2-00564,TMG,491
111071,IDS-21E2-00436,TMG,77
112048,IDS-21E2-00039,TMG,637
114717,IDS-21E2-00436,TMG,450
114717,IDS-21E2-00028,IGS,577
117232,IDS-21E2-00564,TMG,569
118502,IDS-21E2-00125,TMG,458
119852,IDS-21E2-00818,IGS,247
133014,IDS-21E2-00320,IGS,199
134072,IDS-21E2-00080,TMG,550
135677,IDS-21E2-00624,IGS,661
136704,IDS-21E2-00324,IGS,275
137963,IDS-21E2-00433,TMG,263
138872,IDS-21E2-00080,TMG,413
141663,IDS-21E2-00337,TMG,140
100441,IDS-21E2-00054,IGS,564
102565,IDS-21E2-00562,IGS,571
103451,IDS-21E2-00028,TMG,352
108730,IDS-21E2-00125,TMG,348
113854,IDS-21E2-00125,IGS,645
119396,IDS-21E2-00324,IGS,557
119396,IDS-21E2-00039,TMG,674
124914,IDS-21E2-01076,TMG,15
128916,IDS-21E2-00083,TMG,448
135506,IDS-21E2-00816,TMG,206
135704,IDS-21E2-00432,TMG,79
138212,IDS-21E2-00080,IGS,78
147831,IDS-21E2-00580,TMG,270
149244,IDS-21E2-00080,IGS,225
149244,IDS-21E2-00056,IGS,549
149244,IDS-21E2-00565,IGS,622
700536-4,IDS-21E2-00562,IGS,540
100441,IDS-21E2-00832,TMG,494
100441,IDS-21E2-00496,IGS,114
102565,IDS-21E2-00564,TMG,659
102671,IDS-21E2-00054,TMG,603
108023,IDS-21E2-00325,TMG,201
111742,IDS-21E2-00692,TMG,582
112048,IDS-21E2-00372,IGS,417
112048,IDS-21E2-00083,IGS,532
113854,IDS-21E2-00592,TMG,138
120958,IDS-21E2-00086,TMG,598
121793,IDS-21E2-00374,TMG,250
123546,IDS-21E2-00567,TMG,563
124257,IDS-21E2-00114,TMG,45
128313,IDS-21E2-00880,IGS,327
134072,IDS-21E2-00564,TMG,665
138212,IDS-21E2-00432,TMG,30
139895,IDS-21E2-00692,TMG,632
146940,IDS-21E2-01108,TMG,237
147755,IDS-21E2-00039,IGS,690
147755,IDS-21E2-00561,TMG,48
149005,IDS-21E2-00039,IGS,635
700526-1,IDS-21E2-00086,TMG,584
700536-2,IDS-21E2-01092,IGS,635
EII-CNS-CC-0002,IDS-21E2-00560,IGS,336
100441,IDS-21E2-00039,TMG,496
102482,IDS-21E2-00625,IGS,360
102565,IDS-21E2-00566,TMG,645
108259,IDS-21E2-00437,IGS,250
114717,IDS-21E2-00880,IGS,689
114717,IDS-21E2-00056,IGS,625
115657,IDS-21E2-01072,TMG,193
118140,IDS-21E2-00560,TMG,405
118270,IDS-21E2-00125,IGS,581
119192,IDS-21E2-00086,IGS,612
119852,IDS-21E2-00581,TMG,169
119852,IDS-21E2-00086,TMG,686
121793,IDS-21E2-00436,TMG,79
125880,IDS-21E2-00324,TMG,250
125880,IDS-21E2-00054,IGS,448
132796,IDS-21E2-00039,TMG,617
133414,IDS-21E2-00039,IGS,572
137509,IDS-21E2-00125,IGS,181
138531,IDS-21E2-00568,TMG,528
141663,IDS-21E2-00340,IGS,229
141663,IDS-21E2-00368,IGS,215
105695,IDS-21E2-00562,IGS,402
108259,IDS-21E2-00577,TMG,581
111854,IDS-21E2-00056,TMG,110
112048,IDS-21E2-01072,TMG,680
112296,IDS-21E2-00816,IGS,131
113854,IDS-21E2-00039,IGS,691
118270,IDS-21E2-00039,IGS,698
119852,IDS-21E2-00817,TMG,689
125880,IDS-21E2-00125,TMG,416
129713,IDS-21E2-00086,TMG,127
132796,IDS-21E2-00320,TMG,418
135506,IDS-21E2-00324,TMG,547
137509,IDS-21E2-00596,IGS,102
138924,IDS-21E2-00692,TMG,57
143108,IDS-21E2-00125,IGS,185
146163,IDS-21E2-00624,IGS,463
700536-1,IDS-21E2-00056,TMG,179
700536-3,IDS-21E2-00560,TMG,634
EII-CNS-OT-0029,IDS-21E2-00564,IGS,183
1000457,IDS-21E2-00694,TMG,655
1000457,IDS-21E2-00080,IGS,692
105581,IDS-21E2-00628,IGS,577
108259,IDS-21E2-00945,TMG,449
108259,IDS-21E2-00372,IGS,511
111742,IDS-21E2-00114,TMG,421
115418,IDS-21E2-01076,TMG,396
115657,IDS-21E2-00039,IGS,299
119027,IDS-21E2-00564,TMG,588
119852,IDS-21E2-00316,TMG,638
123546,IDS-21E2-00125,TMG,442
135456,IDS-21E2-00039,IGS,209
138505,IDS-21E2-00028,TMG,330
138531,IDS-21E2-00820,TMG,517
139272,IDS-21E2-00562,TMG,477
140949,IDS-21E2-01074,IGS,540
145340,IDS-21E2-00692,TMG,540
145340,IDS-21E2-00562,TMG,378
147755,IDS-21E2-00114,TMG,646
700536-4,IDS-21E2-00101,IGS,680
EII-CNS-OT-0008,IDS-21E2-00372,IGS,632
1000457,IDS-21E2-00316,TMG,477
102565,IDS-21E2-00580,TMG,620
108259,IDS-21E2-00374,TMG,345
111742,IDS-21E2-00056,TMG,686
114167,IDS-21E2-00568,TMG,568
119852,IDS-21E2-00332,IGS,565
119852,IDS-21E2-00818,TMG,147
121969,IDS-21E2-00028,IGS,630
128313,IDS-21E2-00028,TMG,691
133133,IDS-21E2-00566,TMG,385
136998,IDS-21E2-00832,TMG,685
145340,IDS-21E2-00821,IGS,139
700526-1,IDS-21E2-00437,TMG,384
700536-4,IDS-21E2-00592,TMG,482
700536-4,IDS-21E2-00086,TMG,370
EII-CNS-OT-0025,IDS-21E2-00320,TMG,702
100011,IDS-21E2-00368,IGS,453
103813,IDS-21E2-00083,TMG,343
108259,IDS-21E2-00083,IGS,687
112092,IDS-21E2-00039,TMG,271
114717,IDS-21E2-00114,IGS,508
118270,IDS-21E2-00125,TMG,385
119027,IDS-21E2-00039,IGS,182
120303,IDS-21E2-00318,TMG,47
131664,IDS-21E2-00080,TMG,57
132214,IDS-21E2-00039,IGS,613
132796,IDS-21E2-00080,IGS,227
133133,IDS-21E2-00833,TMG,657
138531,IDS-21E2-01136,IGS,550
140147,IDS-21E2-00125,TMG,592
149244,IDS-21E2-00561,TMG,609
700536-4,IDS-21E2-00320,IGS,329
EII-CNS-OT-0025,IDS-21E2-00564,IGS,591
1000457,IDS-21E2-00500,IGS,237
102565,IDS-21E2-00453,IGS,539
102671,IDS-21E2-00816,IGS,623
103813,IDS-21E2-00624,TMG,124
105695,IDS-21E2-01152,TMG,173
108259,IDS-21E2-00054,TMG,692
114717,IDS-21E2-00628,TMG,650
115334,IDS-21E2-00320,IGS,493
116994,IDS-21E2-00125,IGS,475
118498,IDS-21E2-00125,IGS,160
119192,IDS-21E2-00564,TMG,675
120958,IDS-21E2-00039,TMG,376
122829,IDS-21E2-00564,IGS,603
123234,IDS-21E2-00376,IGS,613
123546,IDS-21E2-00388,TMG,69
131664,IDS-21E2-00039,TMG,635
132216,IDS-21E2-00125,IGS,406
137963,IDS-21E2-00342,TMG,199
138531,IDS-21E2-00349,TMG,363
141393,IDS-21E2-00560,IGS,574
141663,IDS-21E2-00560,TMG,665
142922,IDS-21E2-00560,IGS,188
145340,IDS-21E2-00640,TMG,655
700536-4,IDS-21E2-00336,IGS,283
100392,IDS-21E2-00039,TMG,601
102671,IDS-21E2-00056,TMG,505
105581,IDS-21E2-00028,TMG,511
105581,IDS-21E2-00083,TMG,484
108259,IDS-21E2-00324,TMG,667
111742,IDS-21E2-00039,TMG,704
111938,IDS-21E2-00054,TMG,627
115418,IDS-21E2-00436,IGS,545
117558,IDS-21E2-00054,TMG,473
119852,IDS-21E2-00370,TMG,535
120768,IDS-21E2-00125,TMG,492
121571,IDS-21E2-00101,IGS,448
121969,IDS-21E2-00816,IGS,460
124914,IDS-21E2-00320,TMG,571
125880,IDS-21E2-00083,IGS,100
132453,IDS-21E2-00564,IGS,173
137963,IDS-21E2-00388,IGS,112
145340,IDS-21E2-00436,IGS,66
147359,IDS-21E2-00565,IGS,206
700536-3,IDS-21E2-00080,TMG,429
105449,IDS-21E2-00564,TMG,577
108259,IDS-21E2-00608,TMG,542
108259,IDS-21E2-00944,IGS,362
108259,IDS-21E2-00822,IGS,635
111434,IDS-21E2-00564,IGS,64
111742,IDS-21E2-00580,TMG,28
118475,IDS-21E2-00125,TMG,372
123546,IDS-21E2-00432,TMG,687
130347,IDS-21E2-00564,TMG,229
132453,IDS-21E2-00560,TMG,158
134072,IDS-21E2-01078,TMG,102
135506,IDS-21E2-00368,IGS,614
135677,IDS-21E2-00316,IGS,315
138212,IDS-21E2-00101,TMG,633
138531,IDS-21E2-00323,IGS,634
138531,IDS-21E2-00820,IGS,202
138531,IDS-21E2-01074,TMG,297
138872,IDS-21E2-00101,TMG,424
139713,IDS-21E2-00320,IGS,177
140150,IDS-21E2-00039,TMG,171
141663,IDS-21E2-00086,IGS,656
101884,IDS-21E2-00125,TMG,663
102565,IDS-21E2-00880,IGS,390
102671,IDS-21E2-00368,TMG,166
103451,IDS-21E2-00054,TMG,372
107720,IDS-21E2-00624,TMG,192
108730,IDS-21E2-00028,TMG,538
108730,IDS-21E2-00039,TMG,637
112048,IDS-21E2-00565,TMG,440
122106,IDS-21E2-00125,TMG,348
123759,IDS-21E2-00028,IGS,615
135456,IDS-21E2-00576,TMG,245
138212,IDS-21E2-00039,IGS,619
138531,IDS-21E2-00864,IGS,400
138531,IDS-21E2-01088,TMG,223
138872,IDS-21E2-00039,TMG,651
103813,IDS-21E2-00560,IGS,35
105695,IDS-21E2-00436,TMG,311
108259,IDS-21E2-01092,IGS,695
108259,IDS-21E2-00592,TMG,510
111071,IDS-21E2-00560,TMG,586
111266,IDS-21E2-00820,TMG,598
111742,IDS-21E2-00324,IGS,481
119192,IDS-21E2-00565,IGS,18
119852,IDS-21E2-00385,TMG,607
119852,IDS-21E2-00576,TMG,664
120768,IDS-21E2-00820,TMG,166
123625,IDS-21E2-00125,IGS,651
124914,IDS-21E2-00083,IGS,272
135677,IDS-21E2-00324,TMG,642
137963,IDS-21E2-00054,TMG,635
141663,IDS-21E2-00434,IGS,68
141663,IDS-21E2-00054,IGS,525
143236,IDS-21E2-00101,IGS,612
145340,IDS-21E2-00817,TMG,618
149244,IDS-21E2-00596,TMG,138
EII-CNS-OT-0025,IDS-21E2-00372,IGS,517
100124,IDS-21E2-00039,IGS,464
100441,IDS-21E2-00039,IGS,629
105695,IDS-21E2-00689,TMG,512
118140,IDS-21E2-00624,TMG,374
122402,IDS-21E2-00561,IGS,262
123546,IDS-21E2-00054,TMG,445
123546,IDS-21E2-01217,TMG,509
123570,IDS-21E2-00039,TMG,86
125880,IDS-21E2-00824,TMG,455
129713,IDS-21E2-00576,TMG,100
131536,IDS-21E2-00086,TMG,381
133133,IDS-21E2-00565,TMG,328
135506,IDS-21E2-00692,IGS,336
135677,IDS-21E2-00054,TMG,497
136092,IDS-21E2-00114,TMG,209
138531,IDS-21E2-00368,TMG,610
139272,IDS-21E2-00561,TMG,674
147359,IDS-21E2-00436,TMG,227
149244,IDS-21E2-00434,TMG,282
700536-4,IDS-21E2-00086,IGS,228
100124,IDS-21E2-00580,TMG,339
100441,IDS-21E2-00692,IGS,221
102671,IDS-21E2-00080,IGS,675
108259,IDS-21E2-00581,TMG,553
108259,IDS-21E2-01221,IGS,409
111742,IDS-21E2-00816,IGS,373
112048,IDS-21E2-00328,TMG,668
114717,IDS-21E2-00340,TMG,305
114717,IDS-21E2-00582,IGS,86
116994,IDS-21E2-00101,TMG,588
119852,IDS-21E2-00376,TMG,678
119852,IDS-21E2-00373,IGS,245
123625,IDS-21E2-00114,IGS,359
125880,IDS-21E2-00564,TMG,606
131030,IDS-21E2-00056,TMG,572
132453,IDS-21E2-00125,TMG,512
132796,IDS-21E2-00328,IGS,656
133133,IDS-21E2-00114,TMG,647
133133,IDS-21E2-00825,TMG,234
135506,IDS-21E2-00083,IGS,681
135677,IDS-21E2-00125,IGS,628
137932,IDS-21E2-00083,TMG,384
139895,IDS-21E2-00828,TMG,209
141305,IDS-21E2-00432,TMG,372
148780,IDS-21E2-00114,IGS,646
149831,IDS-21E2-00086,TMG,503
700536-4,IDS-21E2-00356,IGS,359
700567-2,IDS-21E2-00114,TMG,67
1000457,IDS-21E2-00609,TMG,120
1000457,IDS-21E2-00881,TMG,130
100676,IDS-21E2-00561,IGS,519
102565,IDS-21E2-00432,TMG,320
103451,IDS-21E2-00564,TMG,64
105449,IDS-21E2-00054,TMG,257
105581,IDS-21E2-00101,TMG,628
106106,IDS-21E2-00125,TMG,445
113854,IDS-21E2-00560,TMG,366
117871,IDS-21E2-01078,IGS,74
119191,IDS-21E2-00125,TMG,211
123234,IDS-21E2-00086,TMG,432
125880,IDS-21E2-00332,IGS,315
133133,IDS-21E2-00372,TMG,585
135677,IDS-21E2-00817,TMG,354
138212,IDS-21E2-00561,IGS,654
139895,IDS-21E2-00054,TMG,386
142120,IDS-21E2-00816,IGS,440
147831,IDS-21E2-00086,TMG,483
111742,IDS-21E2-00368,IGS,528
111742,IDS-21E2-00660,IGS,140
119852,IDS-21E2-00688,TMG,616
123234,IDS-21E2-00368,IGS,29
123546,IDS-21E2-00374,TMG,455
130347,IDS-21E2-00039,TMG,632
131130,IDS-21E2-00114,TMG,202
135506,IDS-21E2-00356,TMG,227
145340,IDS-21E2-00572,TMG,588
147831,IDS-21E2-00056,IGS,85
700567-1,IDS-21E2-00625,TMG,670
EII-CNS-OT-0025,IDS-21E2-00564,TMG,678
102565,IDS-21E2-00368,IGS,122
102565,IDS-21E2-00336,IGS,161
105226,IDS-21E2-00086,TMG,424
105663,IDS-21E2-00054,IGS,50
113014,IDS-21E2-00368,IGS,673
113854,IDS-21E2-00824,IGS,150
114717,IDS-21E2-00580,IGS,479
119192,IDS-21E2-00039,IGS,668
123625,IDS-21E2-00086,TMG,508
123759,IDS-21E2-00324,IGS,673
126928,IDS-21E2-00101,IGS,123
132352,IDS-21E2-00452,IGS,462
134072,IDS-21E2-00340,TMG,675
135506,IDS-21E2-00028,IGS,82
135677,IDS-21E2-00565,TMG,322
136998,IDS-21E2-00039,IGS,287
138531,IDS-21E2-00600,TMG,657
138872,IDS-21E2-00114,IGS,503
139272,IDS-21E2-00584,IGS,276
143108,IDS-21E2-00125,TMG,207
148780,IDS-21E2-00560,TMG,153
700536-3,IDS-21E2-00338,TMG,151
700536-4,IDS-21E2-00593,TMG,178
103813,IDS-21E2-00564,TMG,658
115418,IDS-21E2-00080,TMG,528
117871,IDS-21E2-00054,IGS,650
121571,IDS-21E2-00125,IGS,45
124914,IDS-21E2-00125,IGS,556
131664,IDS-21E2-00056,TMG,494
135506,IDS-21E2-00818,IGS,269
135722,IDS-21E2-00561,TMG,512
138531,IDS-21E2-00372,TMG,653
138872,IDS-21E2-00816,TMG,680
140771,IDS-21E2-00584,TMG,221
105581,IDS-21E2-00562,TMG,579
108912,IDS-21E2-00592,TMG,640
111266,IDS-21E2-00080,IGS,511
111742,IDS-21E2-00056,IGS,672
117525,IDS-21E2-00368,IGS,696
117525,IDS-21E2-00080,TMG,628
131664,IDS-21E2-00372,TMG,639
135506,IDS-21E2-00574,IGS,492
145433,IDS-21E2-00101,IGS,603
147755,IDS-21E2-00564,TMG,117
100011,IDS-21E2-00114,TMG,621
1000457,IDS-21E2-00561,IGS,656
105449,IDS-21E2-00325,TMG,312
105449,IDS-21E2-00039,TMG,643
105581,IDS-21E2-00086,IGS,690
105695,IDS-21E2-00028,TMG,410
109456,IDS-21E2-00080,IGS,653
111434,IDS-21E2-00086,TMG,571
111742,IDS-21E2-00328,IGS,493
112296,IDS-21E2-00039,IGS,427
117871,IDS-21E2-00564,IGS,603
118475,IDS-21E2-01076,TMG,45
119852,IDS-21E2-00820,IGS,655
119852,IDS-21E2-01073,TMG,188
127229,IDS-21E2-00708,IGS,15
134072,IDS-21E2-00561,IGS,438
138872,IDS-21E2-00375,IGS,613
138872,IDS-21E2-00056,TMG,530
142120,IDS-21E2-01073,TMG,330
145909,IDS-21E2-00820,TMG,415
147359,IDS-21E2-00561,IGS,622
147831,IDS-21E2-00692,TMG,192
700536-2,IDS-21E2-00628,TMG,701
700567-1,IDS-21E2-00321,IGS,559
102519,IDS-21E2-00039,TMG,470
104936,IDS-21E2-00054,IGS,416
108259,IDS-21E2-00435,TMG,318
111742,IDS-21E2-00373,IGS,280
115132,IDS-21E2-00125,TMG,59
119852,IDS-21E2-00833,IGS,324
119852,IDS-21E2-00820,TMG,546
121793,IDS-21E2-00564,IGS,514
123546,IDS-21E2-00816,TMG,692
123625,IDS-21E2-00028,TMG,535
125909,IDS-21E2-00320,TMG,366
134072,IDS-21E2-00086,TMG,410
138212,IDS-21E2-00336,IGS,593
138531,IDS-21E2-00320,IGS,648
141305,IDS-21E2-00820,IGS,115
141388,IDS-21E2-00368,IGS,495
145340,IDS-21E2-00039,IGS,700
145340,IDS-21E2-00368,IGS,671
147359,IDS-21E2-00576,IGS,64
EII-CNS-OT-0029,IDS-21E2-00369,TMG,492
1000457,IDS-21E2-00370,IGS,283
1000457,IDS-21E2-00440,TMG,419
105627,IDS-21E2-00692,IGS,396
108259,IDS-21E2-00562,IGS,639
108259,IDS-21E2-00320,IGS,597
114717,IDS-21E2-00562,TMG,217
114717,IDS-21E2-00054,TMG,680
120887,IDS-21E2-00564,TMG,572
122829,IDS-21E2-00458,IGS,543
123759,IDS-21E2-00054,TMG,272
125948,IDS-21E2-00564,TMG,657
135506,IDS-21E2-00336,TMG,350
137932,IDS-21E2-00086,TMG,379
137963,IDS-21E2-00560,IGS,580
138212,IDS-21E2-00039,TMG,505
138531,IDS-21E2-00338,TMG,637
138531,IDS-21E2-00688,IGS,690
138872,IDS-21E2-01089,TMG,422
103451,IDS-21E2-00056,IGS,252
113854,IDS-21E2-00054,TMG,301
117525,IDS-21E2-00125,TMG,429
119191,IDS-21E2-00596,TMG,295
119192,IDS-21E2-00624,IGS,700
121793,IDS-21E2-00336,TMG,629
136161,IDS-21E2-00125,IGS,516
137509,IDS-21E2-00101,TMG,456
142120,IDS-21E2-00561,IGS,487
143236,IDS-21E2-00324,IGS,324
145340,IDS-21E2-00596,TMG,86
147831,IDS-21E2-00432,TMG,700
1000457,IDS-21E2-01089,TMG,148
102565,IDS-21E2-00320,IGS,238
102565,IDS-21E2-00452,TMG,676
105449,IDS-21E2-00114,TMG,47
108259,IDS-21E2-00325,TMG,626
111742,IDS-21E2-00080,TMG,597
112176,IDS-21E2-00086,TMG,154
114717,IDS-21E2-00320,IGS,435
119191,IDS-21E2-00322,IGS,289
119852,IDS-21E2-01104,IGS,500
123234,IDS-21E2-00325,IGS,81
129713,IDS-21E2-00056,IGS,687
134736,IDS-21E2-00054,IGS,663
135506,IDS-21E2-00340,IGS,660
135677,IDS-21E2-00368,TMG,683
138212,IDS-21E2-00565,IGS,249
138531,IDS-21E2-00592,TMG,353
138872,IDS-21E2-00896,TMG,688
140656,IDS-21E2-00039,IGS,295
145340,IDS-21E2-00816,IGS,408
145340,IDS-21E2-00086,IGS,679
148582,IDS-21E2-00125,IGS,67
148780,IDS-21E2-00360,TMG,82
700536-4,IDS-21E2-00436,IGS,441
1000457,IDS-21E2-00912,IGS,15
1000457,IDS-21E2-00820,TMG,433
103557,IDS-21E2-00336,TMG,247
108259,IDS-21E2-00818,IGS,631
111742,IDS-21E2-00562,IGS,688
114717,IDS-21E2-00324,IGS,522
117019,IDS-21E2-00564,TMG,678
117232,IDS-21E2-00080,TMG,572
117525,IDS-21E2-00560,IGS,368
118653,IDS-21E2-00580,TMG,639
119192,IDS-21E2-00565,TMG,300
126928,IDS-21E2-00816,TMG,145
129713,IDS-21E2-00340,TMG,257
132216,IDS-21E2-00696,IGS,432
137963,IDS-21E2-00056,TMG,702
138531,IDS-21E2-00564,TMG,686
138531,IDS-21E2-00324,IGS,542
138531,IDS-21E2-00562,IGS,653
EII-CNS-OT-0025,IDS-21E2-00039,TMG,671
102565,IDS-21E2-00577,TMG,364
105581,IDS-21E2-00028,IGS,610
105695,IDS-21E2-00316,TMG,316
108259,IDS-21E2-00704,TMG,338
111742,IDS-21E2-00125,TMG,685
114717,IDS-21E2-00832,IGS,42
117430,IDS-21E2-00083,TMG,556
119370,IDS-21E2-00596,TMG,174
119852,IDS-21E2-00561,IGS,685
121969,IDS-21E2-00125,IGS,502
125880,IDS-21E2-00316,IGS,205
126928,IDS-21E2-00820,IGS,562
128916,IDS-21E2-00125,IGS,60
133133,IDS-21E2-00816,IGS,559
135456,IDS-21E2-00580,IGS,127
135677,IDS-21E2-00125,TMG,629
135677,IDS-21E2-00320,IGS,329
135722,IDS-21E2-00564,IGS,553
138531,IDS-21E2-00336,TMG,697
139653,IDS-21E2-00436,TMG,125
140281,IDS-21E2-00352,TMG,18
140550,IDS-21E2-00101,IGS,168
142756,IDS-21E2-00572,TMG,144
145424,IDS-21E2-00125,TMG,131
146860,IDS-21E2-00080,TMG,389
147755,IDS-21E2-00125,TMG,380
700526-2,IDS-21E2-00368,IGS,597
1000457,IDS-21E2-00576,TMG,448
102671,IDS-21E2-00820,IGS,494
111742,IDS-21E2-00568,TMG,196
114717,IDS-21E2-00592,TMG,610
117232,IDS-21E2-00320,TMG,138
119192,IDS-21E2-01204,IGS,269
