Item No_,Lot No_,Bin Code,Quantity
121571,IDS-21E2-00944,TMG,3200.0
125909,IDS-21E2-00039,IGS,2550.0
128313,IDS-21E2-00039,IGS,2450.0
134736,IDS-21E2-00054,IGS,1250.0
137932,IDS-21E2-00432,TMG,13000.0
137932,IDS-21E2-00580,IGS,9100.0
138531,IDS-21E2-00566,IGS,171050.0
138872,IDS-21E2-00054,TMG,13825.0
EII-CNS-OT-0026,IDS-21E2-00039,TMG,875.0
1000457,IDS-21E2-00609,TMG,136750.0
1000457,IDS-21E2-00563,IGS,109400.0
102565,IDS-21E2-01072,IGS,84375.0
102671,IDS-21E2-00834,TMG,25000.0
102671,IDS-21E2-00086,TMG,25000.0
103752,IDS-21E2-00125,TMG,750.0
108259,IDS-21E2-00818,IGS,195750.0
108641,IDS-21E2-00564,IGS,1400.0
108730,IDS-21E2-00054,IGS,3150.0
112048,IDS-21E2-00336,IGS,33000.0
112048,IDS-21E2-00576,TMG,23100.0
118653,IDS-21E2-00564,TMG,350.0
119852,IDS-21E2-00328,TMG,352100.0
119852,IDS-21E2-00837,TMG,251500.0
121969,IDS-21E2-00373,TMG,13825.0
122402,IDS-21E2-00054,TMG,1400.0
123546,IDS-21E2-00316,TMG,15500.0
128313,IDS-21E2-00125,IGS,5250.0
129525,IDS-21E2-00125,IGS,525.0
129713,IDS-21E2-00101,TMG,7750.0
132387,IDS-21E2-00101,TMG,350.0
135677,IDS-21E2-00576,TMG,37800.0
135677,IDS-21E2-00881,IGS,27000.0
145340,IDS-21E2-00384,IGS,51000.0
700536-3,IDS-21E2-00039,TMG,23925.0
EII-CNS-OT-0008,IDS-21E2-00437,TMG,8500.0
EII-CNS-OT-0025,IDS-21E2-00560,TMG,205975.0
EII-CNS-OT-0025,IDS-21E2-00320,TMG,37450.0
102565,IDS-21E2-00125,TMG,371250.0
102565,IDS-21E2-00368,IGS,39375.0
105581,IDS-21E2-00028,TMG,37750.0
105695,IDS-21E2-00564,IGS,27000.0
111742,IDS-21E2-00368,TMG,192500.0
117019,IDS-21E2-00372,IGS,22125.0
117525,IDS-21E2-00086,IGS,1400.0
118270,IDS-21E2-00054,IGS,14400.0
121969,IDS-21E2-00328,IGS,13825.0
121969,IDS-21E2-00039,TMG,120475.0
125880,IDS-21E2-00039,TMG,121875.0
125880,IDS-21E2-00332,IGS,13000.0
125880,IDS-21E2-00368,IGS,13000.0
131156,IDS-21E2-00039,TMG,9450.0
137963,IDS-21E2-00596,IGS,36600.0
138212,IDS-21E2-00320,TMG,12800.0
138531,IDS-21E2-00323,IGS,62200.0
141305,IDS-21E2-00352,IGS,8200.0
143236,IDS-21E2-00324,IGS,6250.0
146860,IDS-21E2-00080,TMG,6000.0
146940,IDS-21E2-00039,TMG,700.0
148582,IDS-21E2-00560,TMG,875.0
149244,IDS-21E2-00340,TMG,19000.0
700536-1,IDS-21E2-00039,IGS,5525.0
700536-2,IDS-21E2-00372,TMG,6825.0
700536-4,IDS-21E2-00083,TMG,21200.0
1000457,IDS-21E2-00817,TMG,341875.0
100124,IDS-21E2-00039,TMG,12650.0
117871,IDS-21E2-01164,IGS,5000.0
119852,IDS-21E2-00584,TMG,452700.0
123625,IDS-21E2-00114,IGS,5950.0
129257,IDS-21E2-00039,TMG,525.0
135677,IDS-21E2-00821,IGS,27000.0
138531,IDS-21E2-00818,IGS,77750.0
138531,IDS-21E2-00368,IGS,248800.0
138872,IDS-21E2-00820,TMG,31600.0
139511,IDS-21E2-00880,TMG,1250.0
145340,IDS-21E2-00692,TMG,122400.0
149244,IDS-21E2-00434,TMG,15200.0
149244,IDS-21E2-00321,TMG,13300.0
149244,IDS-21E2-00816,TMG,19000.0
EII-CNS-CC-0002,IDS-21E2-00083,IGS,1200.0
EII-CNS-OT-0025,IDS-21E2-00693,TMG,45475.0
1000457,IDS-21E2-00592,TMG,328200.0
100124,IDS-21E2-00056,TMG,9350.0
102565,IDS-21E2-00626,IGS,39375.0
105581,IDS-21E2-00820,IGS,90600.0
112048,IDS-21E2-00340,IGS,59400.0
113854,IDS-21E2-00125,TMG,5775.0
114717,IDS-21E2-00056,IGS,221900.0
118502,IDS-21E2-00125,TMG,600.0
119852,IDS-21E2-00574,IGS,176050.0
119852,IDS-21E2-00624,IGS,377250.0
123234,IDS-21E2-00560,IGS,5200.0
138531,IDS-21E2-00028,TMG,264350.0
138531,IDS-21E2-00326,TMG,62200.0
138872,IDS-21E2-00433,TMG,15800.0
141305,IDS-21E2-00125,TMG,47150.0
141388,IDS-21E2-00080,IGS,3600.0
142651,IDS-21E2-00444,TMG,500.0
700536-4,IDS-21E2-00562,IGS,26500.0
1000457,IDS-21E2-00569,IGS,109400.0
102565,IDS-21E2-00576,TMG,45000.0
102671,IDS-21E2-00817,IGS,20000.0
104288,IDS-21E2-00086,TMG,200.0
105663,IDS-21E2-00692,TMG,1000.0
108259,IDS-21E2-00369,TMG,293625.0
108730,IDS-21E2-00125,IGS,3600.0
112296,IDS-21E2-00690,IGS,3400.0
119852,IDS-21E2-00384,TMG,176050.0
121969,IDS-21E2-01204,TMG,19750.0
123546,IDS-21E2-00374,TMG,12400.0
123759,IDS-21E2-00332,IGS,11000.0
125880,IDS-21E2-00028,TMG,22750.0
128313,IDS-21E2-00056,IGS,2450.0
129713,IDS-21E2-00817,IGS,7750.0
135506,IDS-21E2-00336,TMG,21000.0
139895,IDS-21E2-00692,TMG,8100.0
143108,IDS-21E2-00125,IGS,1250.0
145340,IDS-21E2-01074,IGS,35700.0
148582,IDS-21E2-01096,TMG,1000.0
700536-2,IDS-21E2-00320,TMG,15600.0
700567-1,IDS-21E2-00321,IGS,4600.0
1000457,IDS-21E2-00664,IGS,136750.0
100441,IDS-21E2-00039,IGS,16800.0
105695,IDS-21E2-00572,TMG,48600.0
119191,IDS-21E2-00564,IGS,6000.0
119192,IDS-21E2-00624,TMG,33750.0
119852,IDS-21E2-00086,TMG,7092300.0
119852,IDS-21E2-00380,TMG,251500.0
121793,IDS-21E2-00432,IGS,14250.0
123498,IDS-21E2-00564,TMG,1000.0
123546,IDS-21E2-00576,IGS,31000.0
123759,IDS-21E2-00580,IGS,13750.0
125391,IDS-21E2-00564,IGS,1800.0
133133,IDS-21E2-00592,TMG,95400.0
138531,IDS-21E2-01074,TMG,62200.0
139272,IDS-21E2-00966,IGS,9200.0
147945,IDS-21E2-00114,TMG,350.0
700536-4,IDS-21E2-00056,TMG,106000.0
1000457,IDS-21E2-00580,TMG,136750.0
102565,IDS-21E2-00329,IGS,39375.0
108641,IDS-21E2-00582,IGS,1225.0
111742,IDS-21E2-00832,IGS,48125.0
112296,IDS-21E2-00039,IGS,2975.0
117525,IDS-21E2-00560,IGS,1600.0
117871,IDS-21E2-00572,IGS,6250.0
119852,IDS-21E2-00373,IGS,176050.0
123625,IDS-21E2-00086,TMG,6800.0
123759,IDS-21E2-00028,IGS,20625.0
130921,IDS-21E2-00368,TMG,750.0
142120,IDS-21E2-00368,IGS,4800.0
146860,IDS-21E2-00083,TMG,6000.0
EII-CNS-OT-0005,IDS-21E2-00560,IGS,2500.0
1000457,IDS-21E2-00816,TMG,205125.0
1000457,IDS-21E2-00368,IGS,724775.0
108259,IDS-21E2-00368,TMG,1194075.0
108259,IDS-21E2-00028,IGS,1272375.0
114717,IDS-21E2-00832,IGS,79250.0
114717,IDS-21E2-00576,TMG,118875.0
119852,IDS-21E2-00056,TMG,5784500.0
119852,IDS-21E2-00325,TMG,176050.0
121571,IDS-21E2-00561,TMG,7200.0
124914,IDS-21E2-00372,TMG,9400.0
129525,IDS-21E2-00039,TMG,1125.0
133253,IDS-21E2-00580,TMG,1000.0
135677,IDS-21E2-00336,TMG,27000.0
137963,IDS-21E2-00368,TMG,128100.0
137963,IDS-21E2-00432,TMG,64050.0
138531,IDS-21E2-00582,TMG,54425.0
140281,IDS-21E2-00080,TMG,3000.0
141305,IDS-21E2-00028,IGS,8200.0
102565,IDS-21E2-00320,TMG,196875.0
102671,IDS-21E2-00560,IGS,67500.0
108259,IDS-21E2-00560,TMG,8534700.0
108259,IDS-21E2-00056,TMG,4149900.0
108259,IDS-21E2-00333,IGS,156600.0
108259,IDS-21E2-00817,TMG,469800.0
111434,IDS-21E2-00125,IGS,1500.0
116994,IDS-21E2-00080,TMG,1500.0
117019,IDS-21E2-00056,IGS,10325.0
119027,IDS-21E2-00324,TMG,4600.0
119192,IDS-21E2-00086,TMG,18750.0
119852,IDS-21E2-00698,TMG,176050.0
120887,IDS-21E2-01076,TMG,4750.0
121793,IDS-21E2-00336,TMG,25650.0
121793,IDS-21E2-00560,IGS,14250.0
132796,IDS-21E2-00039,TMG,47500.0
135383,IDS-21E2-00028,IGS,2200.0
137932,IDS-21E2-00572,IGS,10400.0
EII-CNS-OT-0008,IDS-21E2-00320,IGS,5950.0
1000457,IDS-21E2-00577,IGS,109400.0
102671,IDS-21E2-00028,TMG,42500.0
105491,IDS-21E2-00039,IGS,1000.0
108259,IDS-21E2-00083,IGS,783000.0
111742,IDS-21E2-01108,TMG,68750.0
123546,IDS-21E2-00039,TMG,111600.0
129713,IDS-21E2-00083,TMG,5425.0
130347,IDS-21E2-00321,TMG,4500.0
130347,IDS-21E2-00125,IGS,3150.0
132796,IDS-21E2-00054,IGS,7600.0
138212,IDS-21E2-00324,IGS,12800.0
138872,IDS-21E2-00056,IGS,19750.0
143236,IDS-21E2-00039,IGS,10000.0
147831,IDS-21E2-00336,TMG,27600.0
EII-CNS-OT-0025,IDS-21E2-00561,TMG,40125.0
102565,IDS-21E2-00125,IGS,303750.0
102565,IDS-21E2-00562,IGS,95625.0
105581,IDS-21E2-00056,IGS,124575.0
108259,IDS-21E2-00688,TMG,763425.0
108259,IDS-21E2-00825,IGS,156600.0
111742,IDS-21E2-00560,TMG,501875.0
111742,IDS-21E2-00817,TMG,220000.0
114717,IDS-21E2-00320,TMG,309075.0
114717,IDS-21E2-00436,IGS,79250.0
115418,IDS-21E2-00039,TMG,69000.0
119131,IDS-21E2-00560,TMG,800.0
119852,IDS-21E2-00832,IGS,251500.0
119852,IDS-21E2-00332,TMG,452700.0
123625,IDS-21E2-00564,IGS,17000.0
123759,IDS-21E2-00628,IGS,11000.0
123759,IDS-21E2-00572,TMG,13750.0
125168,IDS-21E2-00054,TMG,1000.0
128313,IDS-21E2-00368,IGS,3500.0
132453,IDS-21E2-00028,TMG,3600.0
135506,IDS-21E2-00080,IGS,24000.0
139272,IDS-21E2-00820,TMG,18400.0
140550,IDS-21E2-00039,IGS,1275.0
141305,IDS-21E2-00320,TMG,14350.0
141388,IDS-21E2-00352,TMG,3150.0
141393,IDS-21E2-00816,TMG,2250.0
142120,IDS-21E2-00056,IGS,4800.0
148780,IDS-21E2-00360,TMG,800.0
EII-CNS-OT-0030,IDS-21E2-00592,TMG,2000.0
102482,IDS-21E2-00321,TMG,600.0
102565,IDS-21E2-00086,TMG,39375.0
102671,IDS-21E2-00692,IGS,25000.0
113854,IDS-21E2-00816,IGS,6600.0
114717,IDS-21E2-00039,IGS,1537450.0
114717,IDS-21E2-00054,IGS,586450.0
119191,IDS-21E2-00054,TMG,10800.0
119852,IDS-21E2-01072,TMG,452700.0
125880,IDS-21E2-00432,IGS,29250.0
127295,IDS-21E2-00125,TMG,250.0
132214,IDS-21E2-00086,IGS,2500.0
133133,IDS-21E2-00816,IGS,55650.0
134072,IDS-21E2-00080,TMG,5000.0
138531,IDS-21E2-00598,TMG,77750.0
138872,IDS-21E2-00114,TMG,33575.0
140281,IDS-21E2-00039,TMG,12000.0
143108,IDS-21E2-00125,TMG,2125.0
149244,IDS-21E2-00580,IGS,13300.0
700536-1,IDS-21E2-00564,TMG,2600.0
1000457,IDS-21E2-00378,IGS,109400.0
1000457,IDS-21E2-00317,TMG,136750.0
102671,IDS-21E2-00372,TMG,35000.0
105695,IDS-21E2-00564,TMG,45900.0
108023,IDS-21E2-00325,TMG,1750.0
108259,IDS-21E2-00436,IGS,841725.0
111742,IDS-21E2-00352,TMG,48125.0
115418,IDS-21E2-00324,TMG,12000.0
133133,IDS-21E2-00320,TMG,67575.0
135722,IDS-21E2-00645,IGS,8200.0
138872,IDS-21E2-00368,TMG,53325.0
139713,IDS-21E2-00125,TMG,2800.0
142120,IDS-21E2-00496,IGS,4200.0
145340,IDS-21E2-00820,TMG,76500.0
145340,IDS-21E2-00316,IGS,35700.0
147078,IDS-21E2-00404,IGS,525.0
148935,IDS-21E2-00400,IGS,525.0
700526-1,IDS-21E2-00336,TMG,3200.0
1000457,IDS-21E2-01108,IGS,109400.0
102565,IDS-21E2-00636,TMG,56250.0
105581,IDS-21E2-00880,TMG,30200.0
108730,IDS-21E2-00560,IGS,7650.0
108816,IDS-21E2-00039,TMG,200.0
111266,IDS-21E2-00320,IGS,2400.0
114717,IDS-21E2-01077,TMG,79250.0
114717,IDS-21E2-00694,TMG,63400.0
114717,IDS-21E2-01076,IGS,63400.0
119027,IDS-21E2-00316,TMG,5750.0
119370,IDS-21E2-00028,TMG,175.0
119396,IDS-21E2-01200,TMG,6000.0
132796,IDS-21E2-00336,TMG,15200.0
133133,IDS-21E2-00373,IGS,39750.0
133133,IDS-21E2-00080,IGS,143100.0
137963,IDS-21E2-00320,TMG,68625.0
138212,IDS-21E2-00432,TMG,16000.0
138531,IDS-21E2-00464,IGS,62200.0
138531,IDS-21E2-00316,IGS,132175.0
138872,IDS-21E2-00816,TMG,53325.0
141305,IDS-21E2-00820,IGS,8200.0
143796,IDS-21E2-00316,TMG,400.0
145340,IDS-21E2-00816,IGS,132600.0
1000457,IDS-21E2-00708,TMG,109400.0
1000457,IDS-21E2-00824,IGS,136750.0
105581,IDS-21E2-00125,TMG,188750.0
108259,IDS-21E2-00660,TMG,195750.0
108259,IDS-21E2-00086,IGS,1291950.0
115657,IDS-21E2-00596,TMG,3500.0
119191,IDS-21E2-00321,IGS,4200.0
121969,IDS-21E2-00125,TMG,43450.0
121969,IDS-21E2-00560,TMG,102700.0
121969,IDS-21E2-00626,TMG,15800.0
132453,IDS-21E2-01072,TMG,3600.0
135506,IDS-21E2-00356,TMG,30000.0
136704,IDS-21E2-00039,TMG,2750.0
137509,IDS-21E2-00596,IGS,1000.0
138531,IDS-21E2-00320,TMG,380975.0
138531,IDS-21E2-00101,TMG,311000.0
138872,IDS-21E2-00628,TMG,15800.0
141388,IDS-21E2-00054,TMG,7650.0
143236,IDS-21E2-00560,TMG,8750.0
149244,IDS-21E2-00114,TMG,38000.0
1000457,IDS-21E2-00560,IGS,3582850.0
102565,IDS-21E2-00566,TMG,56250.0
102565,IDS-21E2-00321,TMG,95625.0
105226,IDS-21E2-00560,TMG,400.0
105581,IDS-21E2-00376,IGS,30200.0
111071,IDS-21E2-00083,TMG,2625.0
112382,IDS-21E2-00125,TMG,200.0
112806,IDS-21E2-00083,TMG,250.0
114717,IDS-21E2-00580,IGS,55475.0
117019,IDS-21E2-00086,TMG,14750.0
120377,IDS-21E2-00564,TMG,600.0
121571,IDS-21E2-00560,IGS,3200.0
123759,IDS-21E2-00568,TMG,13750.0
125948,IDS-21E2-00564,IGS,2500.0
132796,IDS-21E2-00820,TMG,6650.0
135506,IDS-21E2-00628,TMG,30000.0
139895,IDS-21E2-00083,TMG,3150.0
140208,IDS-21E2-00316,TMG,1200.0
147755,IDS-21E2-00688,TMG,6750.0
EII-CNS-OT-0025,IDS-21E2-00600,IGS,21400.0
1000457,IDS-21E2-00565,TMG,273500.0
102565,IDS-21E2-01074,IGS,39375.0
102565,IDS-21E2-00080,IGS,78750.0
102957,IDS-21E2-00560,IGS,600.0
108423,IDS-21E2-00056,TMG,1250.0
109456,IDS-21E2-00316,IGS,2250.0
111742,IDS-21E2-00436,IGS,55000.0
111742,IDS-21E2-00820,TMG,68750.0
119192,IDS-21E2-00400,IGS,13125.0
125948,IDS-21E2-00560,TMG,3750.0
131664,IDS-21E2-00114,TMG,5075.0
135506,IDS-21E2-00704,IGS,30000.0
136998,IDS-21E2-00820,IGS,2100.0
137963,IDS-21E2-00114,IGS,77775.0
137963,IDS-21E2-00320,IGS,146400.0
138531,IDS-21E2-00608,IGS,77750.0
138531,IDS-21E2-00628,IGS,77750.0
139713,IDS-21E2-00039,TMG,8000.0
141663,IDS-21E2-00039,TMG,401625.0
141663,IDS-21E2-00039,IGS,196875.0
147831,IDS-21E2-00028,TMG,13800.0
700536-1,IDS-21E2-00125,TMG,4550.0
EII-CNS-OT-0008,IDS-21E2-00362,IGS,6800.0
EII-CNS-OT-0025,IDS-21E2-00560,IGS,40125.0
102671,IDS-21E2-00580,TMG,50000.0
104754,IDS-21E2-00560,TMG,1750.0
105449,IDS-21E2-00080,IGS,2800.0
113854,IDS-21E2-00080,TMG,14850.0
114717,IDS-21E2-00340,IGS,126800.0
116994,IDS-21E2-00083,TMG,1200.0
118140,IDS-21E2-00592,TMG,1600.0
119852,IDS-21E2-00528,TMG,251500.0
120887,IDS-21E2-00028,TMG,3800.0
121969,IDS-21E2-00039,IGS,92825.0
133133,IDS-21E2-00320,IGS,59625.0
135506,IDS-21E2-00688,TMG,24000.0
136161,IDS-21E2-00125,IGS,1000.0
143108,IDS-21E2-00039,TMG,1000.0
147359,IDS-21E2-00039,TMG,14700.0
1000457,IDS-21E2-00576,IGS,136750.0
1000457,IDS-21E2-00440,TMG,109400.0
1000457,IDS-21E2-00323,IGS,109400.0
102565,IDS-21E2-00056,IGS,151875.0
109456,IDS-21E2-00080,TMG,2250.0
111071,IDS-21E2-00368,TMG,2625.0
113854,IDS-21E2-00328,TMG,8250.0
115334,IDS-21E2-00324,IGS,875.0
117232,IDS-21E2-00564,TMG,13875.0
118270,IDS-21E2-00080,TMG,6300.0
118578,IDS-21E2-00370,TMG,2600.0
121897,IDS-21E2-00564,IGS,175.0
129713,IDS-21E2-00056,IGS,17050.0
134072,IDS-21E2-00316,TMG,5000.0
137963,IDS-21E2-00566,TMG,32025.0
139272,IDS-21E2-00561,IGS,9200.0
141393,IDS-21E2-00039,IGS,1575.0
142922,IDS-21E2-00560,IGS,400.0
147831,IDS-21E2-00039,IGS,60375.0
100441,IDS-21E2-00101,TMG,7000.0
108259,IDS-21E2-00321,IGS,313200.0
111742,IDS-21E2-00340,TMG,55000.0
113854,IDS-21E2-00325,TMG,8250.0
114717,IDS-21E2-00689,IGS,63400.0
117019,IDS-21E2-00316,TMG,11800.0
117871,IDS-21E2-00560,IGS,4375.0
119131,IDS-21E2-00039,IGS,700.0
121793,IDS-21E2-00114,TMG,9975.0
123759,IDS-21E2-00101,TMG,24750.0
130121,IDS-21E2-00054,TMG,3250.0
135677,IDS-21E2-00368,IGS,21600.0
136998,IDS-21E2-00832,TMG,2400.0
137693,IDS-21E2-00039,IGS,175.0
137932,IDS-21E2-00039,TMG,71500.0
EII-CNS-OT-0008,IDS-21E2-00083,IGS,12750.0
1000457,IDS-21E2-00369,TMG,95725.0
100441,IDS-21E2-00086,IGS,10500.0
105581,IDS-21E2-00316,TMG,26425.0
105695,IDS-21E2-00368,TMG,48600.0
108259,IDS-21E2-00816,TMG,1742175.0
113014,IDS-21E2-00028,IGS,1250.0
115418,IDS-21E2-00433,IGS,15000.0
117430,IDS-21E2-00083,TMG,175.0
119191,IDS-21E2-00565,TMG,4200.0
121876,IDS-21E2-00336,IGS,500.0
123546,IDS-21E2-00628,TMG,41850.0
125168,IDS-21E2-01140,TMG,875.0
132796,IDS-21E2-00028,IGS,9500.0
135677,IDS-21E2-00080,IGS,75600.0
138872,IDS-21E2-00576,TMG,19750.0
145340,IDS-21E2-00437,TMG,51000.0
700536-3,IDS-21E2-00336,TMG,6600.0
EII-CNS-CC-0002,IDS-21E2-00101,TMG,1500.0
1000457,IDS-21E2-00114,IGS,916225.0
100441,IDS-21E2-00125,IGS,4900.0
100441,IDS-21E2-00056,TMG,14000.0
102078,IDS-21E2-00028,IGS,350.0
102671,IDS-21E2-00820,IGS,17500.0
105226,IDS-21E2-00101,IGS,350.0
105491,IDS-21E2-00568,IGS,1250.0
105581,IDS-21E2-00114,IGS,83050.0
108259,IDS-21E2-00820,TMG,1174500.0
111742,IDS-21E2-00028,TMG,247500.0
114717,IDS-21E2-01074,TMG,134725.0
119852,IDS-21E2-00336,TMG,1584450.0
123546,IDS-21E2-00560,IGS,27900.0
132893,IDS-21E2-00560,IGS,525.0
133133,IDS-21E2-00436,TMG,87450.0
138212,IDS-21E2-00083,TMG,16000.0
138872,IDS-21E2-00080,TMG,19750.0
141305,IDS-21E2-00056,IGS,20500.0
142120,IDS-21E2-00101,TMG,6000.0
100124,IDS-21E2-00577,TMG,4400.0
102565,IDS-21E2-01088,TMG,39375.0
109456,IDS-21E2-00560,IGS,4050.0
109560,IDS-21E2-00368,TMG,600.0
117019,IDS-21E2-00320,IGS,14750.0
117525,IDS-21E2-00028,TMG,1600.0
118578,IDS-21E2-00596,TMG,2600.0
119852,IDS-21E2-00693,TMG,402400.0
121969,IDS-21E2-00114,TMG,69125.0
123546,IDS-21E2-01076,TMG,10850.0
124914,IDS-21E2-00056,TMG,8225.0
126928,IDS-21E2-00039,IGS,2800.0
141305,IDS-21E2-00039,TMG,22550.0
141305,IDS-21E2-00336,TMG,7175.0
143108,IDS-21E2-00565,TMG,1250.0
145340,IDS-21E2-00368,TMG,40800.0
EII-CNS-OT-0006,IDS-21E2-00039,TMG,600.0
EII-CNS-OT-0026,IDS-21E2-01104,TMG,1250.0
1000457,IDS-21E2-00373,TMG,109400.0
104936,IDS-21E2-00054,IGS,525.0
105581,IDS-21E2-00080,TMG,124575.0
108259,IDS-21E2-00692,IGS,939600.0
109259,IDS-21E2-00056,TMG,600.0
112048,IDS-21E2-01074,TMG,26400.0
113854,IDS-21E2-00056,TMG,6600.0
114431,IDS-21E2-00114,IGS,350.0
114717,IDS-21E2-00337,TMG,63400.0
114717,IDS-21E2-00562,IGS,182275.0
114717,IDS-21E2-00560,TMG,1347250.0
117232,IDS-21E2-00320,IGS,6475.0
119396,IDS-21E2-00496,IGS,5250.0
119852,IDS-21E2-00370,IGS,251500.0
120768,IDS-21E2-00560,TMG,2975.0
123546,IDS-21E2-00101,IGS,10850.0
124257,IDS-21E2-00342,IGS,2275.0
127229,IDS-21E2-00325,TMG,3500.0
130121,IDS-21E2-00324,TMG,3250.0
132214,IDS-21E2-00325,IGS,1750.0
133133,IDS-21E2-00580,TMG,67575.0
135506,IDS-21E2-00340,TMG,96000.0
141663,IDS-21E2-00125,TMG,65625.0
143108,IDS-21E2-00101,TMG,875.0
145340,IDS-21E2-00596,TMG,91800.0
145340,IDS-21E2-00820,IGS,168300.0
147831,IDS-21E2-00565,IGS,13800.0
700536-1,IDS-21E2-00560,IGS,5525.0
700536-4,IDS-21E2-00593,TMG,18550.0
700567-2,IDS-21E2-00560,TMG,525.0
EII-CNS-OT-0008,IDS-21E2-00624,IGS,8500.0
103813,IDS-21E2-00560,TMG,4500.0
108259,IDS-21E2-00039,IGS,1.28412E7
108641,IDS-21E2-00039,TMG,1750.0
111434,IDS-21E2-00086,TMG,1500.0
111742,IDS-21E2-00816,IGS,240625.0
116912,IDS-21E2-00660,TMG,4400.0
117019,IDS-21E2-00114,IGS,11800.0
121969,IDS-21E2-00054,TMG,15800.0
123234,IDS-21E2-00376,IGS,5200.0
123546,IDS-21E2-00083,IGS,12400.0
125880,IDS-21E2-00320,IGS,11375.0
125880,IDS-21E2-00433,TMG,16250.0
135677,IDS-21E2-00101,TMG,70200.0
137963,IDS-21E2-00101,TMG,251625.0
138531,IDS-21E2-00080,IGS,171050.0
138531,IDS-21E2-00083,TMG,171050.0
138531,IDS-21E2-00380,TMG,77750.0
139272,IDS-21E2-00125,TMG,19550.0
139713,IDS-21E2-00086,TMG,4000.0
147831,IDS-21E2-00056,TMG,31050.0
EII-CNS-OT-0025,IDS-21E2-00054,TMG,48150.0
EII-CNS-OT-0030,IDS-21E2-00039,IGS,3400.0
105581,IDS-21E2-00324,TMG,94375.0
108259,IDS-21E2-00114,IGS,606825.0
111742,IDS-21E2-00114,TMG,233750.0
114305,IDS-21E2-00086,TMG,175.0
114717,IDS-21E2-00369,TMG,63400.0
120768,IDS-21E2-00125,TMG,2975.0
132796,IDS-21E2-00324,IGS,19000.0
132796,IDS-21E2-00101,TMG,9500.0
135506,IDS-21E2-00337,TMG,24000.0
138531,IDS-21E2-00340,IGS,139950.0
138531,IDS-21E2-00080,TMG,287675.0
138531,IDS-21E2-00596,IGS,178825.0
144457,IDS-21E2-00054,TMG,175.0
149244,IDS-21E2-00101,IGS,13300.0
700536-2,IDS-21E2-00695,TMG,9750.0
EII-CNS-OT-0008,IDS-21E2-00336,IGS,5950.0
EII-CNS-OT-0025,IDS-21E2-00436,TMG,58850.0
1000457,IDS-21E2-00562,TMG,191450.0
1000457,IDS-21E2-00588,TMG,95725.0
102671,IDS-21E2-00080,IGS,45000.0
104180,IDS-21E2-00028,TMG,600.0
105695,IDS-21E2-00708,TMG,21600.0
108259,IDS-21E2-00028,TMG,1233225.0
108259,IDS-21E2-00437,IGS,137025.0
108423,IDS-21E2-00125,IGS,1000.0
114717,IDS-21E2-00028,IGS,118875.0
117019,IDS-21E2-00080,TMG,25075.0
117232,IDS-21E2-00560,TMG,16650.0
118270,IDS-21E2-00125,IGS,18000.0
118270,IDS-21E2-00816,TMG,15300.0
122402,IDS-21E2-01217,TMG,1600.0
125880,IDS-21E2-00125,IGS,29250.0
125880,IDS-21E2-00125,TMG,29250.0
125948,IDS-21E2-00564,TMG,2000.0
133133,IDS-21E2-00500,TMG,27825.0
135677,IDS-21E2-00560,TMG.1,18900.0
137963,IDS-21E2-00564,IGS,114375.0
138212,IDS-21E2-00565,TMG,12800.0
138531,IDS-21E2-00612,TMG,62200.0
142756,IDS-21E2-00560,IGS,600.0
143236,IDS-21E2-00114,TMG,8750.0
145340,IDS-21E2-00370,TMG,35700.0
147831,IDS-21E2-00320,TMG,12075.0
EII-CNS-OT-0029,IDS-21E2-00564,IGS,3000.0
1000457,IDS-21E2-01080,TMG,136750.0
114167,IDS-21E2-00101,TMG,400.0
121969,IDS-21E2-00114,IGS,19750.0
122829,IDS-21E2-00320,IGS,2500.0
123234,IDS-21E2-00432,TMG,6500.0
124257,IDS-21E2-00114,TMG,2600.0
125880,IDS-21E2-00039,IGS,82875.0
125880,IDS-21E2-00321,IGS,13000.0
131536,IDS-21E2-00086,IGS,3250.0
132796,IDS-21E2-00039,IGS,15200.0
133133,IDS-21E2-01076,TMG,39750.0
133133,IDS-21E2-00565,TMG,39750.0
137963,IDS-21E2-00577,TMG,45750.0
137963,IDS-21E2-00388,TMG,45750.0
700527,IDS-21E2-00320,IGS,1000.0
700536-4,IDS-21E2-00592,TMG,39750.0
1000457,IDS-21E2-00564,TMG,4348650.0
1000457,IDS-21E2-00320,IGS,410250.0
1000457,IDS-21E2-00436,IGS,451275.0
1000457,IDS-21E2-01092,TMG,136750.0
101884,IDS-21E2-00086,IGS,2750.0
103813,IDS-21E2-01072,TMG,3150.0
105226,IDS-21E2-00086,TMG,350.0
108259,IDS-21E2-00824,TMG,391500.0
111742,IDS-21E2-00437,TMG,55000.0
115418,IDS-21E2-00086,IGS,10500.0
119192,IDS-21E2-00125,TMG,71250.0
129713,IDS-21E2-00560,TMG,18600.0
135383,IDS-21E2-00039,TMG,6600.0
135456,IDS-21E2-00580,IGS,1050.0
137963,IDS-21E2-00373,TMG,91500.0
139713,IDS-21E2-00561,IGS,4000.0
142120,IDS-21E2-00565,IGS,4200.0
145340,IDS-21E2-00321,IGS,91800.0
146940,IDS-21E2-00560,TMG,700.0
147831,IDS-21E2-00125,IGS,41400.0
149244,IDS-21E2-00056,IGS,19000.0
700567-1,IDS-21E2-00054,TMG,4025.0
