Lot No_,Bin Code,Item No_,Min_Registering_Date,Quantity,Zone Code,Days from Registration
IDS-21E2-00372,IGS,124914,01-03-2021,700,IGS,680
IDS-21E2-00372,IGS,128313,04-04-2021,200,IGS,646
IDS-21E2-00372,IGS,132453,05-04-2021,175,IGS,645
IDS-21E2-00372,IGS,132796,07-07-2021,250,IGS,552
IDS-21E2-00372,IGS,133133,23-07-2021,375,IGS,536
IDS-21E2-00372,IGS,137963,31-03-2022,375,IGS,285
IDS-21E2-00372,IGS,138212,06-03-2021,250,IGS,675
IDS-21E2-00372,IGS,138531,05-07-2021,850,IGS,554
IDS-21E2-00372,IGS,139272,09-05-2022,175,IGS,246
IDS-21E2-00372,IGS,139713,18-12-2021,175,IGS,388
IDS-21E2-00372,IGS,145340,06-04-2021,250,IGS,644
IDS-21E2-00372,IGS,146860,23-03-2021,175,IGS,658
IDS-21E2-00372,IGS,149831,10-03-2022,200,IGS,306
IDS-21E2-00372,IGS,EII-CNS-OT-0008,23-04-2021,200,IGS,627
IDS-21E2-00372,IGS,EII-CNS-OT-0025,16-08-2021,425,IGS,512
IDS-21E2-00372,TMG,1000457,04-06-2021,675,TMG,585
IDS-21E2-00372,TMG,102482,24-02-2022,200,TMG,320
IDS-21E2-00372,TMG,102565,09-05-2021,950,TMG,611
IDS-21E2-00372,TMG,102671,06-10-2021,350,TMG,461
IDS-21E2-00372,TMG,105868,28-10-2022,250,TMG,74
IDS-21E2-00372,TMG,108259,12-04-2021,1675,TMG,638
IDS-21E2-00372,TMG,111266,28-09-2021,200,TMG,469
IDS-21E2-00372,TMG,112048,15-09-2021,350,TMG,482
IDS-21E2-00372,TMG,114717,09-09-2021,1000,TMG,488
IDS-21E2-00372,TMG,117019,05-03-2021,675,TMG,676
IDS-21E2-00372,TMG,119192,01-02-2022,250,TMG,343
IDS-21E2-00372,TMG,119852,11-03-2021,1225,TMG,670
IDS-21E2-00372,TMG,121793,14-04-2022,175,TMG,271
IDS-21E2-00372,TMG,122829,05-10-2021,175,TMG,462
IDS-21E2-00372,TMG,123759,19-03-2022,500,TMG,297
IDS-21E2-00372,TMG,124914,04-12-2021,200,TMG,402
IDS-21E2-00372,TMG,125880,10-04-2022,200,TMG,275
IDS-21E2-00372,TMG,130121,19-02-2021,200,TMG,690
IDS-21E2-00372,TMG,131664,16-04-2021,175,TMG,634
IDS-21E2-00372,TMG,132796,13-03-2021,425,TMG,668
IDS-21E2-00372,TMG,133133,09-06-2021,450,TMG,580
IDS-21E2-00372,TMG,135722,12-08-2021,375,TMG,516
IDS-21E2-00372,TMG,137932,01-09-2022,175,TMG,131
IDS-21E2-00372,TMG,137963,20-04-2021,350,TMG,630
IDS-21E2-00372,TMG,138212,09-11-2021,200,TMG,427
IDS-21E2-00372,TMG,138531,02-04-2021,1450,TMG,648
IDS-21E2-00372,TMG,138872,08-04-2021,175,TMG,642
IDS-21E2-00372,TMG,140656,20-03-2021,200,TMG,661
IDS-21E2-00372,TMG,142065,16-05-2021,175,TMG,604
IDS-21E2-00372,TMG,142120,14-03-2022,200,TMG,302
IDS-21E2-00372,TMG,143236,26-05-2021,450,TMG,594
IDS-21E2-00372,TMG,145340,01-03-2021,250,TMG,680
IDS-21E2-00372,TMG,145433,18-06-2021,175,TMG,571
IDS-21E2-00372,TMG,147831,28-02-2021,375,TMG,681
IDS-21E2-00372,TMG,700536-2,23-02-2022,175,TMG,321
IDS-21E2-00372,TMG,EII-CNS-OT-0025,16-06-2021,500,TMG,573
IDS-21E2-00372,TMG,EII-CNS-OT-0029,14-07-2021,425,TMG,545
IDS-21E2-00372,TMG,EII-CNS-OT-0030,15-09-2021,175,TMG,482
IDS-21E2-00373,IGS,111742,10-04-2022,200,IGS,275
IDS-21E2-00373,IGS,119852,15-05-2022,175,IGS,240
IDS-21E2-00373,IGS,133133,21-01-2022,250,IGS,354
IDS-21E2-00373,TMG,1000457,05-03-2021,200,TMG,676
IDS-21E2-00373,TMG,121969,14-01-2022,175,TMG,361
IDS-21E2-00373,TMG,133133,06-04-2021,450,TMG,644
IDS-21E2-00373,TMG,137963,08-05-2021,500,TMG,612
IDS-21E2-00373,TMG,138531,21-08-2022,200,TMG,142
IDS-21E2-00374,IGS,145340,03-10-2021,175,IGS,464
IDS-21E2-00374,TMG,105695,13-05-2022,250,TMG,242
IDS-21E2-00374,TMG,108259,04-02-2022,700,TMG,340
IDS-21E2-00374,TMG,114717,25-03-2022,250,TMG,291
IDS-21E2-00374,TMG,121793,10-05-2022,175,TMG,245
IDS-21E2-00374,TMG,123546,17-10-2021,200,TMG,450
IDS-21E2-00374,TMG,138212,22-09-2022,250,TMG,110
IDS-21E2-00374,TMG,147831,20-06-2022,250,TMG,204
IDS-21E2-00375,IGS,138872,12-05-2021,200,IGS,608
IDS-21E2-00376,IGS,1000457,16-10-2022,200,IGS,86
IDS-21E2-00376,IGS,105581,25-10-2021,200,IGS,442
IDS-21E2-00376,IGS,108259,30-06-2022,250,IGS,194
IDS-21E2-00376,IGS,119852,05-09-2021,375,IGS,492
IDS-21E2-00376,IGS,123234,12-05-2021,200,IGS,608
IDS-21E2-00376,TMG,114717,01-10-2021,175,TMG,466
IDS-21E2-00376,TMG,119852,08-03-2021,425,TMG,673
IDS-21E2-00376,TMG,121793,17-11-2021,250,TMG,419
IDS-21E2-00376,TMG,700536-3,15-08-2022,175,TMG,148
IDS-21E2-00376,TMG,EII-CNS-LB-0001,22-08-2022,250,TMG,141
IDS-21E2-00378,IGS,1000457,14-01-2022,200,IGS,361
IDS-21E2-00380,IGS,111742,04-03-2022,175,IGS,312
IDS-21E2-00380,IGS,131664,05-10-2021,200,IGS,462
IDS-21E2-00380,TMG,1000457,05-07-2021,200,TMG,554
IDS-21E2-00380,TMG,111742,15-09-2022,200,TMG,117
IDS-21E2-00380,TMG,119852,24-01-2022,250,TMG,351
IDS-21E2-00380,TMG,138531,12-10-2021,250,TMG,455
IDS-21E2-00380,TMG,EII-CNS-OT-0008,26-11-2021,250,TMG,410
IDS-21E2-00381,IGS,114717,21-03-2022,200,IGS,295
IDS-21E2-00384,IGS,1000457,27-06-2021,250,IGS,562
IDS-21E2-00384,IGS,119191,30-03-2021,200,IGS,651
IDS-21E2-00384,IGS,145340,18-09-2021,250,IGS,479
IDS-21E2-00384,TMG,119852,17-04-2021,175,TMG,633
IDS-21E2-00384,TMG,138531,23-11-2021,400,TMG,413
IDS-21E2-00384,TMG,142120,28-05-2022,250,TMG,227
IDS-21E2-00385,IGS,111434,06-05-2021,250,IGS,614
IDS-21E2-00385,TMG,119852,18-05-2021,175,TMG,602
IDS-21E2-00388,IGS,1000457,24-06-2022,175,IGS,200
IDS-21E2-00388,IGS,137963,25-09-2022,250,IGS,107
IDS-21E2-00388,TMG,1000457,22-02-2022,175,TMG,322
IDS-21E2-00388,TMG,123546,07-11-2022,250,TMG,64
IDS-21E2-00388,TMG,133133,24-04-2021,200,TMG,626
IDS-21E2-00388,TMG,137963,07-05-2021,250,TMG,613
IDS-21E2-00388,TMG,145340,13-05-2022,200,TMG,242
IDS-21E2-00400,IGS,105581,23-09-2021,400,IGS,474
IDS-21E2-00400,IGS,119192,02-09-2021,175,IGS,495
IDS-21E2-00400,IGS,119852,07-08-2022,250,IGS,156
IDS-21E2-00400,IGS,148935,06-05-2022,175,IGS,249
IDS-21E2-00400,TMG,112048,07-06-2021,200,TMG,582
IDS-21E2-00400,TMG,114717,17-03-2021,450,TMG,664
IDS-21E2-00400,TMG,119852,01-03-2022,250,TMG,315
IDS-21E2-00400,TMG,121969,23-03-2021,200,TMG,658
IDS-21E2-00401,IGS,EII-CNS-OT-0025,15-10-2022,200,IGS,87
IDS-21E2-00404,IGS,138212,02-01-2022,250,IGS,373
IDS-21E2-00404,IGS,147078,12-09-2022,175,IGS,120
IDS-21E2-00404,TMG,1000457,18-08-2022,200,TMG,145
IDS-21E2-00404,TMG,111742,07-09-2022,200,TMG,125
IDS-21E2-00404,TMG,119852,16-07-2022,250,TMG,178
IDS-21E2-00412,TMG,134072,17-12-2021,175,TMG,389
IDS-21E2-00416,IGS,1000457,26-10-2022,250,IGS,76
IDS-21E2-00432,IGS,1000457,31-07-2022,500,IGS,163
IDS-21E2-00432,IGS,102565,13-09-2021,175,IGS,484
IDS-21E2-00432,IGS,102671,06-07-2022,200,IGS,188
IDS-21E2-00432,IGS,105581,16-04-2021,375,IGS,634
IDS-21E2-00432,IGS,105695,19-12-2021,650,IGS,387
IDS-21E2-00432,IGS,108259,09-05-2021,625,IGS,611
IDS-21E2-00432,IGS,112048,24-05-2022,200,IGS,231
IDS-21E2-00432,IGS,119192,09-03-2021,250,IGS,672
IDS-21E2-00432,IGS,119852,31-05-2021,1200,IGS,589
IDS-21E2-00432,IGS,120887,29-10-2021,250,IGS,438
IDS-21E2-00432,IGS,121225,16-05-2022,175,IGS,239
IDS-21E2-00432,IGS,121793,10-07-2021,250,IGS,549
IDS-21E2-00432,IGS,121969,25-11-2021,175,IGS,411
IDS-21E2-00432,IGS,125880,23-12-2021,450,IGS,383
IDS-21E2-00432,IGS,131156,08-09-2021,200,IGS,489
IDS-21E2-00432,IGS,133133,07-03-2021,375,IGS,674
IDS-21E2-00432,IGS,136998,20-04-2021,200,IGS,630
IDS-21E2-00432,IGS,138531,27-09-2021,425,IGS,470
IDS-21E2-00432,IGS,139272,09-12-2021,250,IGS,397
IDS-21E2-00432,IGS,140656,30-01-2022,200,IGS,345
IDS-21E2-00432,IGS,146860,29-12-2021,250,IGS,377
IDS-21E2-00432,IGS,147831,03-03-2021,175,IGS,678
IDS-21E2-00432,IGS,700536-4,02-11-2021,200,IGS,434
IDS-21E2-00432,TMG,1000457,07-04-2021,750,TMG,643
IDS-21E2-00432,TMG,102565,01-03-2022,675,TMG,315
IDS-21E2-00432,TMG,105581,12-10-2021,200,TMG,455
IDS-21E2-00432,TMG,105695,08-08-2022,200,TMG,155
IDS-21E2-00432,TMG,108023,15-05-2021,200,TMG,605
IDS-21E2-00432,TMG,108259,16-04-2021,1400,TMG,634
IDS-21E2-00432,TMG,111742,05-05-2022,450,TMG,250
IDS-21E2-00432,TMG,114717,03-05-2022,675,TMG,252
IDS-21E2-00432,TMG,115418,08-04-2021,250,TMG,642
IDS-21E2-00432,TMG,117019,11-04-2022,250,TMG,274
IDS-21E2-00432,TMG,119192,12-05-2021,700,TMG,608
IDS-21E2-00432,TMG,119852,30-03-2021,1525,TMG,651
IDS-21E2-00432,TMG,123234,18-11-2022,250,TMG,53
IDS-21E2-00432,TMG,123546,27-02-2021,200,TMG,682
IDS-21E2-00432,TMG,131156,16-10-2021,175,TMG,451
IDS-21E2-00432,TMG,133133,04-05-2021,200,TMG,616
IDS-21E2-00432,TMG,135704,28-10-2022,200,TMG,74
IDS-21E2-00432,TMG,137932,27-12-2022,250,TMG,14
IDS-21E2-00432,TMG,137963,25-05-2022,350,TMG,230
IDS-21E2-00432,TMG,138212,16-12-2022,250,TMG,25
IDS-21E2-00432,TMG,138531,27-07-2022,425,TMG,167
IDS-21E2-00432,TMG,140281,28-11-2021,350,TMG,408
IDS-21E2-00432,TMG,141305,08-01-2022,250,TMG,367
IDS-21E2-00432,TMG,141663,15-03-2021,200,TMG,666
IDS-21E2-00432,TMG,145340,22-02-2021,450,TMG,687
IDS-21E2-00432,TMG,145424,20-09-2022,250,TMG,112
IDS-21E2-00432,TMG,147755,24-07-2022,250,TMG,170
IDS-21E2-00432,TMG,147831,14-02-2021,200,TMG,695
IDS-21E2-00432,TMG,700536-4,02-05-2021,200,TMG,618
IDS-21E2-00432,TMG,EII-CNS-OT-0025,07-05-2021,425,TMG,613
IDS-21E2-00433,IGS,105581,16-05-2021,175,IGS,604
IDS-21E2-00433,IGS,114717,23-06-2022,175,IGS,201
IDS-21E2-00433,IGS,115418,25-12-2021,250,IGS,381
IDS-21E2-00433,IGS,119852,27-01-2022,175,IGS,348
IDS-21E2-00433,IGS,133133,04-04-2022,250,IGS,281
IDS-21E2-00433,TMG,1000457,26-08-2021,250,TMG,502
IDS-21E2-00433,TMG,108259,24-06-2021,250,TMG,565
IDS-21E2-00433,TMG,114717,24-08-2021,675,TMG,504
IDS-21E2-00433,TMG,119852,15-10-2021,625,TMG,452
IDS-21E2-00433,TMG,125880,02-08-2022,250,TMG,161
IDS-21E2-00433,TMG,137963,27-04-2022,200,TMG,258
IDS-21E2-00433,TMG,138872,25-07-2022,200,TMG,169
IDS-21E2-00433,TMG,145340,10-02-2021,375,TMG,699
IDS-21E2-00434,IGS,116912,21-06-2021,250,IGS,568
IDS-21E2-00434,IGS,133133,07-08-2022,200,IGS,156
IDS-21E2-00434,IGS,141663,08-11-2022,200,IGS,63
IDS-21E2-00434,TMG,102671,19-07-2021,250,TMG,540
IDS-21E2-00434,TMG,149244,08-04-2022,200,TMG,277
IDS-21E2-00435,TMG,108259,03-03-2022,200,TMG,313
IDS-21E2-00436,IGS,1000457,30-07-2021,825,IGS,529
IDS-21E2-00436,IGS,102565,12-07-2021,450,IGS,547
IDS-21E2-00436,IGS,102671,08-03-2022,425,IGS,308
IDS-21E2-00436,IGS,108259,26-06-2021,1075,IGS,563
IDS-21E2-00436,IGS,111742,18-05-2021,200,IGS,602
IDS-21E2-00436,IGS,112048,14-08-2021,375,IGS,514
IDS-21E2-00436,IGS,114717,23-03-2021,250,IGS,658
IDS-21E2-00436,IGS,115418,19-07-2021,200,IGS,540
IDS-21E2-00436,IGS,119192,15-07-2021,175,IGS,544
IDS-21E2-00436,IGS,119852,28-04-2021,200,IGS,622
IDS-21E2-00436,IGS,131536,21-05-2021,200,IGS,599
IDS-21E2-00436,IGS,133133,28-02-2021,250,IGS,681
IDS-21E2-00436,IGS,135506,07-11-2021,200,IGS,429
IDS-21E2-00436,IGS,135677,08-01-2022,200,IGS,367
IDS-21E2-00436,IGS,137963,13-09-2021,375,IGS,484
IDS-21E2-00436,IGS,138872,23-02-2021,200,IGS,686
IDS-21E2-00436,IGS,141663,24-09-2021,250,IGS,473
IDS-21E2-00436,IGS,145340,10-11-2022,250,IGS,61
IDS-21E2-00436,IGS,146860,22-07-2021,200,IGS,537
IDS-21E2-00436,IGS,700536-4,31-10-2021,450,IGS,436
IDS-21E2-00436,TMG,1000457,11-05-2021,425,TMG,609
IDS-21E2-00436,TMG,102176,13-01-2022,175,TMG,362
IDS-21E2-00436,TMG,102565,15-03-2021,250,TMG,666
IDS-21E2-00436,TMG,105695,10-03-2022,375,TMG,306
IDS-21E2-00436,TMG,108259,03-11-2021,675,TMG,433
IDS-21E2-00436,TMG,111071,30-10-2022,200,TMG,72
IDS-21E2-00436,TMG,111742,14-05-2022,200,TMG,241
IDS-21E2-00436,TMG,112048,21-10-2021,400,TMG,446
IDS-21E2-00436,TMG,114717,22-10-2021,425,TMG,445
IDS-21E2-00436,TMG,119852,09-03-2021,1100,TMG,672
IDS-21E2-00436,TMG,121793,28-10-2022,250,TMG,74
IDS-21E2-00436,TMG,123234,22-03-2021,350,TMG,659
IDS-21E2-00436,TMG,123625,07-03-2022,200,TMG,309
IDS-21E2-00436,TMG,125880,18-12-2021,250,TMG,388
IDS-21E2-00436,TMG,129655,05-12-2021,250,TMG,401
IDS-21E2-00436,TMG,129713,23-04-2022,250,TMG,262
IDS-21E2-00436,TMG,130347,23-04-2021,250,TMG,627
IDS-21E2-00436,TMG,133133,22-03-2021,550,TMG,659
IDS-21E2-00436,TMG,137932,10-12-2021,175,TMG,396
IDS-21E2-00436,TMG,138531,02-10-2021,200,TMG,465
IDS-21E2-00436,TMG,139653,12-09-2022,175,TMG,120
IDS-21E2-00436,TMG,140208,30-08-2021,175,TMG,498
IDS-21E2-00436,TMG,147359,02-06-2022,250,TMG,222
IDS-21E2-00436,TMG,147755,20-09-2021,200,TMG,477
IDS-21E2-00436,TMG,EII-CNS-OT-0025,01-11-2021,550,TMG,435
IDS-21E2-00437,IGS,108259,10-05-2022,175,IGS,245
IDS-21E2-00437,IGS,132796,10-09-2021,175,IGS,487
IDS-21E2-00437,TMG,110282,24-11-2022,250,TMG,47
IDS-21E2-00437,TMG,111742,28-06-2022,200,TMG,196
IDS-21E2-00437,TMG,114717,01-03-2021,175,TMG,680
IDS-21E2-00437,TMG,133133,21-07-2022,250,TMG,173
IDS-21E2-00437,TMG,138872,06-09-2022,250,TMG,126
IDS-21E2-00437,TMG,141393,06-11-2022,250,TMG,65
IDS-21E2-00437,TMG,145340,12-12-2022,250,TMG,29
IDS-21E2-00437,TMG,700526-1,27-12-2021,200,TMG,379
IDS-21E2-00437,TMG,EII-CNS-OT-0008,19-03-2021,250,TMG,662
IDS-21E2-00438,TMG,145340,21-04-2021,200,TMG,629
IDS-21E2-00440,IGS,1000457,08-10-2022,200,IGS,94
IDS-21E2-00440,IGS,102565,19-03-2022,200,IGS,297
IDS-21E2-00440,IGS,119131,13-03-2022,200,IGS,303
IDS-21E2-00440,TMG,1000457,22-11-2021,200,TMG,414
IDS-21E2-00444,TMG,108259,28-03-2021,425,TMG,653
IDS-21E2-00444,TMG,119852,08-07-2021,200,TMG,551
IDS-21E2-00444,TMG,142651,17-04-2021,250,TMG,633
IDS-21E2-00445,IGS,133133,20-11-2021,200,IGS,416
IDS-21E2-00448,IGS,119852,07-08-2021,200,IGS,521
IDS-21E2-00448,IGS,141393,29-12-2022,250,IGS,12
IDS-21E2-00448,TMG,102565,15-11-2022,175,TMG,56
IDS-21E2-00448,TMG,111742,21-07-2022,200,TMG,173
IDS-21E2-00448,TMG,119852,23-07-2022,200,TMG,171
IDS-21E2-00448,TMG,133133,11-11-2021,175,TMG,425
IDS-21E2-00448,TMG,135677,17-09-2021,200,TMG,480
IDS-21E2-00448,TMG,147831,30-10-2022,200,TMG,72
IDS-21E2-00449,IGS,117019,12-01-2022,175,IGS,363
IDS-21E2-00449,TMG,1000457,06-03-2021,200,TMG,675
IDS-21E2-00452,IGS,132352,10-10-2021,250,IGS,457
IDS-21E2-00452,IGS,132796,04-08-2022,250,IGS,159
IDS-21E2-00452,IGS,136998,18-07-2022,175,IGS,176
IDS-21E2-00452,TMG,102565,10-03-2021,175,TMG,671
IDS-21E2-00452,TMG,108259,26-01-2022,250,TMG,349
IDS-21E2-00452,TMG,114717,17-03-2022,200,TMG,299
IDS-21E2-00452,TMG,124415,14-06-2022,200,TMG,210
IDS-21E2-00452,TMG,132796,23-12-2022,250,TMG,18
IDS-21E2-00453,IGS,102565,25-07-2021,250,IGS,534
IDS-21E2-00453,IGS,138531,07-03-2022,175,IGS,309
IDS-21E2-00453,TMG,108259,01-02-2022,500,TMG,343
IDS-21E2-00456,TMG,113014,25-07-2021,250,TMG,534
IDS-21E2-00458,IGS,122829,21-07-2021,175,IGS,538
IDS-21E2-00460,IGS,EII-CNS-OT-0029,25-04-2021,250,IGS,625
IDS-21E2-00464,IGS,138531,10-06-2021,200,IGS,579
IDS-21E2-00464,TMG,132796,19-10-2022,175,TMG,83
IDS-21E2-00468,IGS,112048,24-02-2021,200,IGS,685
IDS-21E2-00472,TMG,1000457,26-08-2021,250,TMG,502
IDS-21E2-00496,IGS,100441,23-09-2022,200,IGS,109
IDS-21E2-00496,IGS,108259,23-06-2022,175,IGS,201
IDS-21E2-00496,IGS,119396,14-02-2022,175,IGS,330
IDS-21E2-00496,IGS,138531,29-04-2021,400,IGS,621
IDS-21E2-00496,IGS,142120,21-11-2022,175,IGS,50
IDS-21E2-00496,IGS,EII-CNS-OT-0025,21-12-2021,250,IGS,385
IDS-21E2-00496,TMG,119192,29-07-2021,250,TMG,530
IDS-21E2-00496,TMG,119852,04-06-2021,500,TMG,585
IDS-21E2-00496,TMG,141388,04-03-2021,250,TMG,677
IDS-21E2-00496,TMG,145340,07-09-2022,200,TMG,125
IDS-21E2-00496,TMG,EII-CNS-OT-0008,07-12-2021,175,TMG,399
IDS-21E2-00500,IGS,1000457,23-05-2022,250,IGS,232
IDS-21E2-00500,IGS,117019,09-03-2022,200,IGS,307
IDS-21E2-00500,IGS,119192,20-11-2021,500,IGS,416
IDS-21E2-00500,IGS,135677,10-10-2022,200,IGS,92
IDS-21E2-00500,IGS,137932,27-04-2022,175,IGS,258
IDS-21E2-00500,IGS,145340,15-05-2022,200,IGS,240
IDS-21E2-00500,IGS,EII-CNS-OT-0025,05-05-2021,200,IGS,615
IDS-21E2-00500,TMG,114717,22-05-2021,350,TMG,598
IDS-21E2-00500,TMG,132796,30-05-2022,250,TMG,225
IDS-21E2-00500,TMG,133133,30-06-2022,175,TMG,194
IDS-21E2-00500,TMG,137932,30-04-2021,175,TMG,620
IDS-21E2-00501,TMG,138872,29-12-2022,175,TMG,12
IDS-21E2-00504,TMG,142120,28-08-2022,250,TMG,135
IDS-21E2-00516,TMG,111434,24-07-2022,175,TMG,170
IDS-21E2-00516,TMG,121793,09-08-2022,200,TMG,154
IDS-21E2-00528,TMG,119852,02-07-2021,250,TMG,557
IDS-21E2-00560,IGS,100011,06-06-2022,200,IGS,218
IDS-21E2-00560,IGS,1000457,09-03-2021,6550,IGS,672
IDS-21E2-00560,IGS,100392,12-08-2022,200,IGS,151
IDS-21E2-00560,IGS,100441,20-04-2021,450,IGS,630
IDS-21E2-00560,IGS,102565,30-07-2021,1475,IGS,529
IDS-21E2-00560,IGS,102671,17-04-2021,675,IGS,633
IDS-21E2-00560,IGS,102957,15-05-2021,200,IGS,605
IDS-21E2-00560,IGS,103423,30-01-2022,175,IGS,345
IDS-21E2-00560,IGS,103752,01-08-2022,175,IGS,162
IDS-21E2-00560,IGS,103813,11-12-2022,250,IGS,30
IDS-21E2-00560,IGS,105581,11-05-2021,850,IGS,609
IDS-21E2-00560,IGS,105695,16-02-2021,650,IGS,693
IDS-21E2-00560,IGS,106945,22-03-2022,200,IGS,294
IDS-21E2-00560,IGS,108259,17-02-2021,6550,IGS,692
IDS-21E2-00560,IGS,108730,16-06-2021,425,IGS,573
IDS-21E2-00560,IGS,109456,17-08-2022,450,IGS,146
IDS-21E2-00560,IGS,111071,01-02-2022,600,IGS,343
IDS-21E2-00560,IGS,111742,31-05-2021,1450,IGS,589
IDS-21E2-00560,IGS,112048,27-03-2021,800,IGS,654
IDS-21E2-00560,IGS,113854,01-07-2021,200,IGS,558
IDS-21E2-00560,IGS,114717,19-02-2021,3275,IGS,690
IDS-21E2-00560,IGS,116094,12-06-2021,200,IGS,577
IDS-21E2-00560,IGS,116723,30-10-2021,250,IGS,437
IDS-21E2-00560,IGS,117019,29-03-2021,425,IGS,652
IDS-21E2-00560,IGS,117232,09-08-2021,600,IGS,519
IDS-21E2-00560,IGS,117525,12-01-2022,200,IGS,363
IDS-21E2-00560,IGS,117871,21-11-2022,175,IGS,50
IDS-21E2-00560,IGS,118475,06-06-2022,250,IGS,218
IDS-21E2-00560,IGS,119027,18-03-2022,200,IGS,298
IDS-21E2-00560,IGS,119192,16-11-2021,200,IGS,420
IDS-21E2-00560,IGS,119396,07-05-2021,400,IGS,613
IDS-21E2-00560,IGS,119852,11-02-2021,8325,IGS,698
IDS-21E2-00560,IGS,120377,24-04-2022,175,IGS,261
IDS-21E2-00560,IGS,120887,22-12-2021,175,IGS,384
IDS-21E2-00560,IGS,121571,22-02-2022,200,IGS,322
IDS-21E2-00560,IGS,121793,17-08-2021,250,IGS,511
IDS-21E2-00560,IGS,121969,20-04-2021,175,IGS,630
IDS-21E2-00560,IGS,123234,28-10-2021,200,IGS,439
IDS-21E2-00560,IGS,123248,09-11-2021,425,IGS,427
IDS-21E2-00560,IGS,123546,16-03-2021,450,IGS,665
IDS-21E2-00560,IGS,123625,30-08-2021,175,IGS,498
IDS-21E2-00560,IGS,123759,08-08-2021,200,IGS,520
IDS-21E2-00560,IGS,124060,12-10-2022,400,IGS,90
IDS-21E2-00560,IGS,124257,30-08-2021,175,IGS,498
IDS-21E2-00560,IGS,124914,26-02-2021,425,IGS,683
IDS-21E2-00560,IGS,125880,07-10-2021,725,IGS,460
IDS-21E2-00560,IGS,126928,28-07-2021,450,IGS,531
IDS-21E2-00560,IGS,131422,24-03-2022,175,IGS,292
IDS-21E2-00560,IGS,131536,14-04-2021,200,IGS,636
IDS-21E2-00560,IGS,131664,26-07-2022,175,IGS,168
IDS-21E2-00560,IGS,132453,13-04-2022,200,IGS,272
IDS-21E2-00560,IGS,132796,23-08-2021,700,IGS,505
IDS-21E2-00560,IGS,132893,09-01-2022,175,IGS,366
IDS-21E2-00560,IGS,133133,27-05-2021,625,IGS,593
IDS-21E2-00560,IGS,135456,25-11-2021,200,IGS,411
IDS-21E2-00560,IGS,135506,14-03-2021,1450,IGS,667
IDS-21E2-00560,IGS,135677,15-03-2021,1050,IGS,666
IDS-21E2-00560,IGS,135722,08-04-2022,700,IGS,277
IDS-21E2-00560,IGS,137963,14-06-2021,1475,IGS,575
IDS-21E2-00560,IGS,138531,23-03-2021,3275,IGS,658
IDS-21E2-00560,IGS,139272,13-04-2021,1050,IGS,637
IDS-21E2-00560,IGS,139713,03-09-2021,500,IGS,494
IDS-21E2-00560,IGS,141388,04-03-2021,250,IGS,677
IDS-21E2-00560,IGS,141393,20-06-2021,250,IGS,569
IDS-21E2-00560,IGS,141663,02-03-2021,1025,IGS,679
IDS-21E2-00560,IGS,142120,15-03-2021,450,IGS,666
IDS-21E2-00560,IGS,142756,29-04-2021,200,IGS,621
IDS-21E2-00560,IGS,142798,06-12-2021,250,IGS,400
IDS-21E2-00560,IGS,142922,11-07-2022,200,IGS,183
IDS-21E2-00560,IGS,145340,22-03-2021,750,IGS,659
IDS-21E2-00560,IGS,146604,10-05-2022,175,IGS,245
IDS-21E2-00560,IGS,147755,12-03-2022,500,IGS,304
IDS-21E2-00560,IGS,147831,12-02-2021,500,IGS,697
IDS-21E2-00560,IGS,148582,30-12-2022,175,IGS,11
IDS-21E2-00560,IGS,148935,16-11-2021,250,IGS,420
IDS-21E2-00560,IGS,149104,01-07-2021,250,IGS,558
IDS-21E2-00560,IGS,149244,26-11-2021,500,IGS,410
IDS-21E2-00560,IGS,700526-1,28-03-2021,175,IGS,653
IDS-21E2-00560,IGS,700527,12-10-2022,175,IGS,90
IDS-21E2-00560,IGS,700536-1,29-07-2022,425,IGS,165
IDS-21E2-00560,IGS,700536-2,17-02-2022,200,IGS,327
IDS-21E2-00560,IGS,700536-4,04-03-2021,1050,IGS,677
IDS-21E2-00560,IGS,EII-CNS-CC-0002,13-02-2022,250,IGS,331
IDS-21E2-00560,IGS,EII-CNS-OT-0005,28-08-2022,250,IGS,135
IDS-21E2-00560,IGS,EII-CNS-OT-0008,19-02-2022,175,IGS,325
IDS-21E2-00560,IGS,EII-CNS-OT-0025,09-02-2022,375,IGS,335
IDS-21E2-00560,TMG,100039,16-03-2021,250,TMG,665
IDS-21E2-00560,TMG,1000457,19-02-2021,8075,TMG,690
IDS-21E2-00560,TMG,102176,22-10-2022,250,TMG,80
IDS-21E2-00560,TMG,102565,23-02-2021,2750,TMG,686
IDS-21E2-00560,TMG,102671,12-08-2021,175,TMG,516
IDS-21E2-00560,TMG,103752,21-10-2021,175,TMG,446
IDS-21E2-00560,TMG,103813,12-03-2022,250,TMG,304
IDS-21E2-00560,TMG,104754,13-05-2021,250,TMG,607
IDS-21E2-00560,TMG,105226,26-10-2022,200,TMG,76
IDS-21E2-00560,TMG,105581,12-05-2021,725,TMG,608
IDS-21E2-00560,TMG,105695,22-06-2021,975,TMG,567
IDS-21E2-00560,TMG,107390,15-11-2021,200,TMG,421
IDS-21E2-00560,TMG,108023,18-05-2021,400,TMG,602
IDS-21E2-00560,TMG,108259,12-02-2021,10900,TMG,697
IDS-21E2-00560,TMG,108912,31-10-2021,425,TMG,436
IDS-21E2-00560,TMG,109560,28-04-2022,200,TMG,257
IDS-21E2-00560,TMG,111071,08-06-2021,250,TMG,581
