Entry No_,Journal Batch Name,Line No_,Registering Date,Location Code,Zone Code,Bin Code,Description,Item No_,Quantity,Qty_ (Base),Source Type,Source Subtype,Source No_,Source Line No_,Source Subline No_,Source Document,Source Code,Reason Code,No_ Series,Bin Type Code,Cubage,Weight,Journal Template Name,Whse_ Document No_,Whse_ Document Type,Whse_ Document Line No_,Entry Type,Reference Document,Reference No_,User ID,Variant Code,Qty_ per Unit of Measure,Unit of Measure Code,Serial No_,Lot No_,Warranty Date,Expiration Date,Phys Invt Counting Period Code,Phys Invt Counting Period Type,Dedicated
4519,,10000,04-09-2021,SEZ2,IGS,IGS,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",115418,200,200,39,1,RM-MIC-0003,2640000,12345,5,PURCHASES,,WR-P,RECEIVE,193,172,,WR-P-E2-0001,1,2640000,1,1,GRN-E2-00702,SHREERESHMI.M,,1,EA,,IDS-21E2-00816,06-09-2026 20:43,25-12-2025 09:05,PC_004,1,1
4520,,10000,20-04-2022,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",1000457,250,250,39,1,RM-MIC-0003,5040000,12347,5,PURCHASES,,WR-P,RECEIVE,185,154,,WR-P-E2-0001,1,5040000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,03-08-2026 11:06,24-07-2025 23:19,PC_002,1,1
4521,,10000,01-08-2021,SEZ2,IGS,IGS,OTCT-325*193*227MM-200PCS SODIMM-Y,114717,0,0,39,1,RM-MIC-0003,5700000,54673,5,PURCHASES,,WR-P,RECEIVE,245,134,,WR-P-E2-0001,1,5700000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,02-06-2026 14:33,14-03-2027 00:07,PC_003,1,1
4522,,10000,17-06-2021,SEZ2,IGS,IGS,"RoHS,DRAM-1",108259,250,250,39,1,RM-MIC-0003,380000,12347,5,PURCHASES,,WR-P,RECEIVE,232,104,,WR-P-E2-0001,1,380000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,24-07-2025 08:36,27-10-2025 04:07,PC_004,1,1
4523,,10000,01-03-2021,SEZ2,IGS,IGS,FUJI-FILTER 02,124914,0,0,39,1,RM-MIC-0003,3230000,54673,5,PURCHASES,,WR-P,RECEIVE,146,238,,WR-P-E2-0001,1,3230000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00372,27-02-2027 11:56,08-02-2026 00:00,PC_004,1,1
4524,,10000,03-07-2022,SEZ3,TMG,TMG,"RoHS,DRAM-1",108259,0,0,39,1,RM-MIC-0003,6320000,12345,5,PURCHASES,,WR-P,RECEIVE,198,117,,WR-P-E2-0001,1,6320000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,08-01-2025 13:23,28-06-2025 20:15,PC_003,1,1
4525,,10000,25-07-2021,SEZ3,TMG,TMG,"RoHS,Security Tape",1000457,0,0,39,1,RM-MIC-0003,2280000,54673,5,PURCHASES,,WR-P,RECEIVE,216,108,,WR-P-E2-0001,1,2280000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,08-05-2027 08:52,08-11-2021 00:00,PC_003,1,1
4526,,10000,01-06-2022,SEZ2,IGS,IGS,STATIC SHIELDED BAGS OF SIZE 280x220,700536-4,200,200,39,1,RM-MIC-0003,9470000,54673,5,PURCHASES,,WR-P,RECEIVE,124,217,,WR-P-E2-0001,1,4470000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00086,16-03-2027 07:04,08-11-2021 00:00,PC_004,1,1
4527,,10000,25-10-2022,SEZ3,TMG,TMG,OTCT-325*193*227MM-200PCS SODIMM-Y,108912,175,175,39,1,RM-MIC-0003,2500000,54673,5,PURCHASES,,WR-P,RECEIVE,236,123,,WR-P-E2-0001,1,2500000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,23-09-2025 03:46,26-08-2023 08:28,PC_004,1,1
4528,,10000,18-04-2022,SEZ2,IGS,IGS,OTCT-650*478*228MM-1000PCS SODIMM-Y,EII-CNS-OT-0029,0,0,39,1,RM-MIC-0003,10820000,12345,5,PURCHASES,,WR-P,RECEIVE,207,213,,WR-P-E2-0001,1,10820000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,30-06-2025 21:13,04-05-2027 03:58,PC_003,1,1
4529,,10000,07-07-2021,SEZ3,TMG,TMG,"RoHS,SCM1G8Z41CD8SA-062E",148582,175,175,39,1,RM-MIC-0003,2110000,54673,5,PURCHASES,,WR-P,RECEIVE,157,226,,WR-P-E2-0001,1,2110000,1,1,GRN-E2-00286,SHREERESHMI.M,,1,EA,,IDS-21E2-00114,14-11-2026 20:44,06-08-2025 00:00,PC_005,1,1
4530,,10000,31-05-2022,SEZ2,IGS,IGS,"RoHS,Security Tape",102671,0,0,39,1,RM-MIC-0003,2950000,56749,5,PURCHASES,,WR-P,RECEIVE,110,170,,WR-P-E2-0001,1,2950000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00324,08-11-2025 16:02,08-11-2021 00:00,PC_005,1,1
4531,,10000,23-07-2022,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",1000457,200,200,39,1,RM-MIC-0003,3030000,12345,5,PURCHASES,,WR-P,RECEIVE,117,195,,WR-P-E2-0001,1,3030000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,30-12-2025 13:32,08-11-2021 00:00,PC_002,1,1
4532,,10000,03-03-2021,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,EII-CNS-OT-0030,175,175,39,1,RM-MIC-0003,11110000,54673,5,PURCHASES,,WR-P,RECEIVE,124,112,,WR-P-E2-0001,1,11130000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00624,15-06-2027 19:17,22-02-2026 00:00,PC_005,1,1
4533,,10000,07-12-2021,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",130347,175,175,39,1,RM-MIC-0003,5140000,12347,5,PURCHASES,,WR-P,RECEIVE,135,168,,WR-P-E2-0001,1,5140000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,29-04-2027 06:05,08-11-2021 00:00,PC_004,1,1
4534,,10000,24-10-2022,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,700536-4,0,0,39,1,RM-MIC-0003,3050000,56749,5,PURCHASES,,WR-P,RECEIVE,170,186,,WR-P-E2-0001,1,3050000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-01076,03-12-2025 23:40,08-11-2021 00:00,PC_005,1,1
4535,,10000,03-12-2021,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",119852,250,250,39,1,RM-MIC-0003,3000000,12347,5,PURCHASES,,WR-P,RECEIVE,143,186,,WR-P-E2-0001,1,3000000,1,1,GRN-E2-00143,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,30-08-2025 00:26,08-02-2026 00:00,PC_002,1,1
4536,,10000,30-07-2021,SEZ3,TMG,TMG,OTCT-325*193*227MM-200PCS SODIMM-Y,117871,0,0,39,1,RM-MIC-0003,6340000,54673,5,PURCHASES,,WR-P,RECEIVE,111,227,,WR-P-E2-0001,1,6340000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-01073,30-06-2025 21:12,08-11-2021 00:00,PC_004,1,1
4537,,10000,02-05-2022,SEZ2,IGS,IGS,"RoHS,Label, 5 X 2 inch blank",1000457,250,250,39,1,RM-MIC-0003,4800000,56749,5,PURCHASES,,WR-P,RECEIVE,164,162,,WR-P-E2-0001,1,4000000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00692,07-04-2025 17:51,08-02-2026 00:00,PC_004,1,1
4538,,10000,01-11-2021,SEZ2,IGS,IGS,"RoHS PCB BOARD, IQ CONTROLLER",119852,0,0,39,1,RM-MIC-0003,2480000,12345,5,PURCHASES,,WR-P,RECEIVE,185,242,,WR-P-E2-0001,1,2480000,1,1,GRN-E2-00192,SHREERESHMI.M,,1,EA,,IDS-21E2-00848,24-04-2025 05:40,26-12-2027 09:08,PC_003,1,1
4539,,10000,04-07-2021,SEZ2,IGS,IGS,_RARE_,119192,175,175,39,1,RM-MIC-0003,4730000,12346,5,PURCHASES,,WR-P,RECEIVE,143,237,,WR-P-E2-0001,1,4730000,1,1,GRN-E2-00192,SHREERESHMI.M,,1,EA,,IDS-21E2-00324,01-09-2026 15:05,08-11-2021 00:00,PC_003,1,1
4540,,10000,30-03-2022,SEZ2,IGS,IGS,OTCT-486*377*309MM-500PCS DIMM-Y,105449,250,250,39,1,RM-MIC-0003,7370000,54673,5,PURCHASES,,WR-P,RECEIVE,171,156,,WR-P-E2-0001,1,670000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,20-05-2027 21:46,08-11-2021 00:00,PC_003,1,1
4541,,10000,03-10-2022,SEZ2,IGS,IGS,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,105449,250,250,39,1,RM-MIC-0003,8940000,54673,5,PURCHASES,,WR-P,RECEIVE,192,194,,WR-P-E2-0001,1,8940000,1,1,GRN-E2-00223,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,24-12-2026 22:04,08-11-2021 00:00,PC_002,1,1
4542,,10000,01-07-2021,SEZ3,TMG,TMG,OTCT-325*193*227MM-200PCS SODIMM-Y,138531,200,200,39,1,RM-MIC-0003,1140000,54673,5,PURCHASES,,WR-P,RECEIVE,121,198,,WR-P-E2-0001,1,1140000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00101,24-04-2025 08:46,06-09-2025 17:17,PC_004,1,1
4543,,10000,21-10-2022,SEZ3,TMG,TMG,"RoHS PCB BOARD, IQ CONTROLLER",145340,200,200,39,1,RM-MIC-0003,2900000,12345,5,PURCHASES,,WR-P,RECEIVE,192,214,,WR-P-E2-0001,1,2900000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00596,22-12-2025 17:10,28-01-2026 00:00,PC_004,1,1
4544,,10000,17-08-2021,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",141663,250,250,39,1,RM-MIC-0003,1390000,12347,5,PURCHASES,,WR-P,RECEIVE,136,210,,WR-P-E2-0001,1,1390000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00572,08-09-2025 18:51,09-07-2025 09:28,PC_003,1,1
4545,,10000,06-01-2022,SEZ3,TMG,TMG,"ROHS,Attention Tape",117019,200,200,39,1,RM-MIC-0003,3380000,12345,5,PURCHASES,,WR-P,RECEIVE,217,229,,WR-P-E2-0001,1,3380000,1,1,GRN-E2-00166,SHREERESHMI.M,,1,EA,,IDS-21E2-00316,19-05-2027 08:41,08-11-2021 00:00,PC_004,1,1
4546,,10000,16-12-2022,SEZ3,TMG,TMG,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,102671,200,200,39,1,RM-MIC-0003,2820000,12346,5,PURCHASES,,WR-P,RECEIVE,215,143,,WR-P-E2-0001,1,2820000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,11-12-2025 18:49,08-11-2021 00:00,PC_002,1,1
4547,,10000,28-11-2022,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,145340,175,175,39,1,RM-MIC-0003,6710000,12346,5,PURCHASES,,WR-P,RECEIVE,183,218,,WR-P-E2-0001,1,6710000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00944,29-10-2026 08:26,08-11-2021 00:00,PC_005,1,1
4548,,10000,01-03-2021,SEZ3,TMG,TMG,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,145340,250,250,39,1,RM-MIC-0003,3600000,12346,5,PURCHASES,,WR-P,RECEIVE,227,169,,WR-P-E2-0001,1,3600000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00372,03-01-2026 19:04,06-08-2025 00:00,PC_004,1,1
4549,,10000,01-08-2021,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",119852,250,250,39,1,RM-MIC-0003,7370000,12345,5,PURCHASES,,WR-P,RECEIVE,229,148,,WR-P-E2-0001,1,4270000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-01072,15-03-2026 05:55,08-11-2021 00:00,PC_003,1,1
4550,,10000,03-05-2022,SEZ3,TMG,TMG,"RoHS PCB BOARD, IQ CONTROLLER",119852,175,175,39,1,RM-MIC-0003,460000,12345,5,PURCHASES,,WR-P,RECEIVE,215,180,,WR-P-E2-0001,1,460000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,06-02-2026 09:52,08-11-2021 00:00,PC_002,1,1
4551,,10000,22-11-2021,SEZ3,TMG,TMG,"RoHS,SCM1G8Z41CD8SA-062E",114717,250,250,39,1,RM-MIC-0003,10040000,12346,5,PURCHASES,,WR-P,RECEIVE,243,220,,WR-P-E2-0001,1,10040000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00692,07-06-2027 09:15,12-07-2026 00:00,PC_003,1,1
4552,,10000,30-03-2022,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,105449,200,200,39,1,RM-MIC-0003,1910000,12346,5,PURCHASES,,WR-P,RECEIVE,238,190,,WR-P-E2-0001,1,1910000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,06-07-2026 04:26,08-11-2021 00:00,PC_003,1,1
4553,,10000,11-08-2022,SEZ3,TMG,TMG,"RoHS,DRAM-1",EII-CNS-OT-0025,0,0,39,1,RM-MIC-0003,6640000,54673,5,PURCHASES,,WR-P,RECEIVE,172,173,,WR-P-E2-0001,1,6240000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,10-11-2026 16:20,12-07-2026 00:00,PC_004,1,1
4554,,10000,18-09-2021,SEZ2,IGS,IGS,"RoHS,DRAM-1",127229,200,200,39,1,RM-MIC-0003,5060000,56749,5,PURCHASES,,WR-P,RECEIVE,242,183,,WR-P-E2-0001,1,5060000,1,1,GRN-E2-00287,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,10-08-2027 02:33,08-11-2021 00:00,PC_004,1,1
4555,,10000,02-09-2021,SEZ2,IGS,IGS,"RoHS,DRAM-1",119852,200,200,39,1,RM-MIC-0003,4540000,56749,5,PURCHASES,,WR-P,RECEIVE,233,213,,WR-P-E2-0001,1,4540000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-01104,27-01-2026 11:27,04-08-2027 02:45,PC_003,1,1
4556,,10000,07-09-2022,SEZ2,IGS,IGS,"ROHS,Attention Tape",119852,175,175,39,1,RM-MIC-0003,190000,12347,5,PURCHASES,,WR-P,RECEIVE,232,165,,WR-P-E2-0001,1,390000,1,1,GRN-E2-00191,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,07-07-2025 19:37,09-06-2027 11:52,PC_003,1,1
4557,,10000,28-05-2021,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",108259,175,175,39,1,RM-MIC-0003,3380000,12346,5,PURCHASES,,WR-P,RECEIVE,124,229,,WR-P-E2-0001,1,9380000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00320,02-01-2027 10:40,25-03-2027 05:24,PC_002,1,1
4558,,10000,09-04-2021,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,700526-1,0,0,39,1,RM-MIC-0003,750000,12346,5,PURCHASES,,WR-P,RECEIVE,181,176,,WR-P-E2-0001,1,750000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,17-10-2026 12:59,08-11-2021 00:00,PC_005,1,1
4559,,10000,28-04-2021,SEZ3,TMG,TMG,"RoHS,Label, 5 X 2 inch blank",139895,250,250,39,1,RM-MIC-0003,10020000,12346,5,PURCHASES,,WR-P,RECEIVE,223,181,,WR-P-E2-0001,1,10020000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00689,06-07-2027 16:23,08-11-2021 00:00,PC_003,1,1
4560,,10000,23-04-2022,SEZ3,TMG,TMG,"RoHS,DRAM-1",119852,0,0,39,1,RM-MIC-0003,490000,54673,5,PURCHASES,,WR-P,RECEIVE,235,134,,WR-P-E2-0001,1,490000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,07-05-2025 13:40,30-09-2026 21:38,PC_002,1,1
4561,,10000,12-02-2022,SEZ3,TMG,TMG,FUJI-FILTER 02,1000457,250,250,39,1,RM-MIC-0003,8740000,54673,5,PURCHASES,,WR-P,RECEIVE,232,133,,WR-P-E2-0001,1,8740000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00561,01-04-2026 09:36,08-11-2021 00:00,PC_005,1,1
4562,,10000,12-05-2021,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,119192,175,175,39,1,RM-MIC-0003,8760000,12346,5,PURCHASES,,WR-P,RECEIVE,111,221,,WR-P-E2-0001,1,8760000,1,1,GRN-E2-00669,SHREERESHMI.M,,1,EA,,IDS-21E2-00028,17-04-2027 09:27,06-08-2025 00:00,PC_002,1,1
4563,,10000,23-12-2022,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",108259,250,250,39,1,RM-MIC-0003,7450000,12345,5,PURCHASES,,WR-P,RECEIVE,161,163,,WR-P-E2-0001,1,7450000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,25-07-2025 16:28,08-11-2021 00:00,PC_003,1,1
4564,,10000,12-05-2021,SEZ3,TMG,TMG,FUJI-FILTER 02,138212,250,250,39,1,RM-MIC-0003,3440000,12345,5,PURCHASES,,WR-P,RECEIVE,182,215,,WR-P-E2-0001,1,3440000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,13-06-2025 18:57,22-02-2026 00:00,PC_004,1,1
4565,,10000,13-11-2022,SEZ3,TMG,TMG,"RoHS PCB BOARD, IQ CONTROLLER",108641,200,200,39,1,RM-MIC-0003,7380000,12345,5,PURCHASES,,WR-P,RECEIVE,234,163,,WR-P-E2-0001,1,7370000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00688,15-07-2026 19:48,21-10-2026 00:00,PC_004,1,1
4566,,10000,21-07-2021,SEZ2,IGS,IGS,FUJI-FILTER 02,119852,0,0,39,1,RM-MIC-0003,3440000,12345,5,PURCHASES,,WR-P,RECEIVE,229,134,,WR-P-E2-0001,1,3940000,1,1,GRN-E2-00142,SHREERESHMI.M,,1,EA,,IDS-21E2-00948,24-04-2027 04:30,22-02-2026 00:00,PC_005,1,1
4567,,10000,01-01-2022,SEZ3,TMG,TMG,"RoHS,Security Tape",105449,250,250,39,1,RM-MIC-0003,7300000,12346,5,PURCHASES,,WR-P,RECEIVE,218,228,,WR-P-E2-0001,1,7600000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,15-07-2025 02:00,08-11-2021 00:00,PC_005,1,1
4568,,10000,17-06-2021,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,124257,200,200,39,1,RM-MIC-0003,10200000,54673,5,PURCHASES,,WR-P,RECEIVE,107,223,,WR-P-E2-0001,1,10200000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,24-05-2026 16:34,05-07-2027 11:51,PC_005,1,1
4569,,10000,01-03-2021,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",108259,0,0,39,1,RM-MIC-0003,3670000,12347,5,PURCHASES,,WR-P,RECEIVE,184,220,,WR-P-E2-0001,1,3670000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00320,22-06-2025 08:02,08-11-2021 00:00,PC_005,1,1
4570,,10000,09-04-2021,SEZ3,TMG,TMG,OTCT-325*193*227MM-200PCS SODIMM-Y,111742,250,250,39,1,RM-MIC-0003,3040000,12346,5,PURCHASES,,WR-P,RECEIVE,246,171,,WR-P-E2-0001,1,3040000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00028,24-10-2025 20:53,08-11-2021 00:00,PC_004,1,1
4571,,10000,23-09-2022,SEZ2,TMG,IGS,"ROHS,Attention Tape",1000457,250,250,39,1,RM-MIC-0003,180000,56749,5,PURCHASES,,WR-P,RECEIVE,223,179,,WR-P-E2-0001,1,3180000,1,1,GRN-E2-00285,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,10-10-2026 05:23,08-11-2021 00:00,PC_005,1,1
4572,,10000,14-08-2022,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",138531,175,175,39,1,RM-MIC-0003,8510000,54673,5,PURCHASES,,WR-P,RECEIVE,160,175,,WR-P-E2-0001,1,8510000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,13-09-2026 15:50,28-06-2025 20:15,PC_002,1,1
4573,,10000,20-08-2021,SEZ2,IGS,IGS,STATIC SHIELDED BAGS OF SIZE 280x220,1000457,0,0,39,1,RM-MIC-0003,10150000,12346,5,PURCHASES,,WR-P,RECEIVE,149,103,,WR-P-E2-0001,1,10150000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,27-11-2025 21:21,08-11-2021 00:00,PC_005,1,1
4574,,10000,08-04-2022,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",111742,0,0,39,1,RM-MIC-0003,9980000,12347,5,PURCHASES,,WR-P,RECEIVE,250,140,,WR-P-E2-0001,1,9980000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-01268,08-08-2026 23:54,22-02-2026 00:00,PC_004,1,1
4575,,10000,27-08-2021,SEZ2,IGS,IGS,OTCT-486*377*309MM-500PCS DIMM-Y,700536-4,175,175,39,1,RM-MIC-0003,230000,12347,5,PURCHASES,,WR-P,RECEIVE,201,176,,WR-P-E2-0001,1,230000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,22-02-2025 00:00,08-02-2026 00:00,PC_004,1,1
4576,,10000,08-12-2022,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",700536-4,0,0,39,1,RM-MIC-0003,1400000,12347,5,PURCHASES,,WR-P,RECEIVE,231,201,,WR-P-E2-0001,1,1400000,1,1,GRN-E2-00193,SHREERESHMI.M,,1,EA,,IDS-21E2-00568,23-12-2026 16:58,09-07-2025 09:28,PC_002,1,1
4577,,10000,15-02-2022,SEZ3,TMG,TMG,"RoHS,SCM1G8Z41CD8SA-062E",126928,175,175,39,1,RM-MIC-0003,9580000,12347,5,PURCHASES,,WR-P,RECEIVE,236,222,,WR-P-E2-0001,1,9280000,1,1,GRN-E2-00286,SHREERESHMI.M,,1,EA,,IDS-21E2-00320,05-01-2027 06:21,27-10-2025 04:07,PC_004,1,1
4578,,10000,23-06-2021,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",102565,200,200,39,1,RM-MIC-0003,10710000,12346,5,PURCHASES,,WR-P,RECEIVE,212,231,,WR-P-E2-0001,1,10710000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00840,27-06-2026 22:40,09-06-2027 11:52,PC_002,1,1
4579,,10000,08-08-2021,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",135677,175,175,39,1,RM-MIC-0003,1490000,54673,5,PURCHASES,,WR-P,RECEIVE,237,167,,WR-P-E2-0001,1,1490000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,13-03-2025 11:24,17-06-2025 11:14,PC_003,1,1
4580,,10000,24-08-2022,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,117019,0,0,39,1,RM-MIC-0003,5250000,12345,5,PURCHASES,,WR-P,RECEIVE,232,166,,WR-P-E2-0001,1,5250000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00436,12-10-2027 12:04,21-10-2026 00:00,PC_004,1,1
4581,,10000,07-07-2022,SEZ2,IGS,IGS,"RoHS,Label, 4X6 inch",139713,250,250,39,1,RM-MIC-0003,7780000,12347,5,PURCHASES,,WR-P,RECEIVE,241,199,,WR-P-E2-0001,1,7780000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00561,22-08-2026 14:51,11-08-2023 18:29,PC_002,1,1
4582,,10000,26-01-2022,SEZ2,IGS,IGS,"RoHS,SCM1G8Z41CD8SA-062E",102565,0,0,39,1,RM-MIC-0003,440000,54673,5,PURCHASES,,WR-P,RECEIVE,145,154,,WR-P-E2-0001,1,440000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00101,29-09-2026 02:48,06-04-2023 01:33,PC_005,1,1
4583,,10000,29-03-2022,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,108259,200,200,39,1,RM-MIC-0003,310000,12347,5,PURCHASES,,WR-P,RECEIVE,127,232,,WR-P-E2-0001,1,310000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00628,11-08-2026 18:29,28-01-2026 00:00,PC_003,1,1
4584,,10000,25-06-2022,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,108259,200,200,39,1,RM-MIC-0003,8410000,12347,5,PURCHASES,,WR-P,RECEIVE,118,234,,WR-P-E2-0001,1,8410000,1,1,GRN-E2-00702,SHREERESHMI.M,,1,EA,,IDS-21E2-01092,13-10-2027 09:42,22-02-2026 00:00,PC_005,1,1
4585,,10000,27-09-2022,SEZ2,IGS,IGS,"RoHS,Security Tape",119852,175,175,39,1,RM-MIC-0003,2470000,12345,5,PURCHASES,,WR-P,RECEIVE,186,157,,WR-P-E2-0001,1,2470000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00326,01-08-2025 14:57,25-11-2026 18:12,PC_003,1,1
4586,,10000,10-03-2022,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,111742,200,200,39,1,RM-MIC-0003,910000,12346,5,PURCHASES,,WR-P,RECEIVE,202,104,,WR-P-E2-0001,1,810000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,18-11-2025 06:20,22-02-2026 00:00,PC_003,1,1
4587,,10000,04-11-2021,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,115418,250,250,39,1,RM-MIC-0003,10140000,12347,5,PURCHASES,,WR-P,RECEIVE,148,118,,WR-P-E2-0001,1,10140000,1,1,GRN-E2-00192,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,21-12-2026 09:06,25-05-2025 02:34,PC_005,1,1
